varijabla,test,k_kat,n_cramers,statistika,p_value,znacajnost_005,znacajnost_005_bonf,cramers_v,cramers_v_interp,cohens_w,cohens_w_interp,promjena_interp
aspect_cat4,chi2_2samp,4.0,44.0,2.370129462041227,0.4992192335058975,False,False,0.2320917462615919,mali,0.2320917462615919,mali,False
vtt_r100,chi2_2samp,4.0,220.0,0.47256545396809324,0.9248759728377869,False,False,0.04634678835436238,zanemariv,0.04634678835436238,zanemariv,False
vtt_r250,chi2_2samp,4.0,220.0,1.18190143915387,0.7573482863773658,False,False,0.07329583391217558,zanemariv,0.07329583391217558,zanemariv,False
vtt_r500,chi2_2samp,4.0,220.0,1.3943519589521245,0.7068591960026989,False,False,0.07961132739618391,zanemariv,0.07961132739618391,zanemariv,False
vtt_r1000,chi2_2samp,4.0,220.0,1.9085414929606628,0.5916044945934411,False,False,0.09314069252677183,zanemariv,0.09314069252677183,zanemariv,False
