fid,tri
1,8.419715881347656
2,0.578597903251648
3,7.566987037658691
4,2.038051128387451
5,8.345748901367188
6,10.137338638305664
7,0.7032423615455627
8,2.1779494285583496
9,24.100740432739258
10,2.826622724533081
11,6.655768871307373
12,0.5790064334869385
13,3.5935959815979004
14,2.4496448040008545
15,0.7801833748817444
16,1.0728307962417603
17,0.9446050524711609
18,1.2303119897842407
19,0.3124171495437622
20,1.577849268913269
21,6.316011428833008
22,1.1416890621185303
23,0.8413712978363037
24,1.7037014961242676
25,12.84296703338623
26,1.8378264904022217
27,9.100296974182129
28,0.42693668603897095
29,0.886123538017273
30,0.8145297765731812
31,4.5969672203063965
32,0.9785410761833191
33,5.452521324157715
34,1.92264723777771
35,2.5349977016448975
36,0.7874837517738342
37,0.6601783037185669
38,0.47247058153152466
39,0.9208917021751404
40,17.490516662597656
41,0.137603759765625
42,0.2171328365802765
43,23.297388076782227
44,3.3629403114318848
45,5.285799488774501e-05
46,0.7537862658500671
47,0.3855028450489044
48,5.98087739944458
49,3.791494369506836
50,2.079617738723755
51,11.905887603759766
52,0.6727910041809082
53,
54,0.4750599265098572
55,1.1088111400604248
56,13.090005874633789
57,1.1791383028030396
58,0.7109800577163696
59,3.4955477714538574
60,4.743350028991699
61,0.46596959233283997
62,0.8692802786827087
63,7.010575771331787
64,0.9596872925758362
65,8.698317527770996
66,0.47522300481796265
67,1.5681860446929932
68,5.0327067375183105
69,3.0033931732177734
70,24.342212677001953
71,5.181573867797852
72,7.469712734222412
73,0.8883299231529236
74,10.558709144592285
75,0.661061704158783
76,2.110203504562378
77,3.899852991104126
78,14.154499053955078
79,0.39929404854774475
80,3.353325366973877
81,2.5608580112457275
82,0.5519314408302307
83,2.2726473808288574
84,0.5763748288154602
85,1.2800014019012451
86,0.1707303822040558
87,14.094932556152344
88,0.4522211253643036
89,2.8588130474090576
90,8.033106803894043
91,3.253063440322876
92,0.8168081641197205
93,0.5588581562042236
94,0.588154137134552
95,1.2126312255859375
96,0.3797142505645752
97,1.554580569267273
98,17.174537658691406
99,5.736243724822998
100,1.5221360921859741
101,1.4372754096984863
102,17.46116065979004
103,0.8984099626541138
104,8.271068572998047
105,2.951934576034546
106,1.4186209440231323
107,0.8777569532394409
108,0.6144128441810608
109,2.5973920822143555
110,1.5152641534805298
111,1.4494765996932983
112,0.6345263719558716
113,3.4560065269470215
114,1.7973411083221436
115,5.235382556915283
116,1.5985417366027832
117,11.116240501403809
118,6.475907325744629
119,1.0781786441802979
120,2.6223647594451904
121,0.9560129046440125
122,5.454273700714111
123,2.2946012020111084
124,1.4437897205352783
125,0.001831436064094305
126,1.5268305540084839
127,4.3874382972717285
128,7.130110740661621
129,9.357711791992188
130,0.6108502745628357
131,0.36204761266708374
132,1.9954371452331543
133,21.20914077758789
134,1.238340973854065
135,4.307345390319824
136,1.2049336433410645
137,3.5398199558258057
138,0.6013298630714417
139,0.4237681031227112
140,0.2585656940937042
141,8.750001907348633
142,0.49407920241355896
143,1.8119981288909912
144,8.333799362182617
145,8.504741668701172
146,1.1445773839950562
147,7.845470905303955
148,1.013912558555603
149,0.17369598150253296
150,14.452225685119629
151,0.6667896509170532
152,11.256539344787598
153,0.9459332227706909
154,0.7673330903053284
155,0.5939289331436157
156,0.9883325099945068
157,3.2778797149658203
158,29.3214168548584
159,0.8108575344085693
160,1.0689247846603394
161,0.7607088685035706
162,0.588713526725769
163,0.9117297530174255
164,8.932947158813477
165,1.8471609354019165
166,7.271346569061279
167,1.2626302242279053
168,1.0099173784255981
169,0.953001856803894
170,0.45802050828933716
171,0.5454995036125183
172,0.5207115411758423
173,
174,10.68551254272461
175,11.955735206604004
176,2.907471179962158
177,0.7007132768630981
178,0.5019277334213257
179,4.598214149475098
180,1.4002411365509033
181,1.2217504978179932
182,2.4630165100097656
183,0.22877560555934906
184,1.5418436527252197
185,1.0182806253433228
186,0.596302330493927
187,16.1635684967041
188,27.09075164794922
189,10.485342979431152
190,5.693647384643555
191,16.190563201904297
192,1.0364059209823608
193,1.2644914388656616
194,0.37738239765167236
195,29.149456024169922
196,12.32245922088623
197,1.321424961090088
198,0.3078683912754059
199,4.066250324249268
200,2.132571220397949
201,22.602947235107422
202,1.1382251977920532
203,0.5056818723678589
204,1.585425853729248
205,1.1789088249206543
206,0.8920302391052246
207,3.235938549041748
208,1.9053831100463867
209,1.2025880813598633
210,3.6843628883361816
211,1.4147735834121704
212,0.8903141617774963
213,0.0
214,2.1581475734710693
215,0.9999994039535522
216,0.7442136406898499
217,4.22050142288208
218,15.934788703918457
219,6.241416931152344
220,5.749449253082275
221,0.2947012782096863
222,0.5535752177238464
223,3.708372116088867
224,2.0694081783294678
225,0.9872673749923706
226,0.16890372335910797
227,0.8919612169265747
228,2.0864768028259277
229,2.509920120239258
230,1.7007534503936768
231,6.677850723266602
232,1.1308650970458984
233,11.179577827453613
234,6.614258289337158
235,0.8536013960838318
236,1.0902183055877686
237,1.0320605039596558
238,9.902070045471191
239,4.921299934387207
240,17.82782554626465
241,0.7457161545753479
242,1.2597270011901855
243,1.2609251737594604
244,14.262179374694824
245,1.2516463994979858
246,17.535799026489258
247,1.541670799255371
248,0.4317375421524048
249,0.3301893472671509
250,0.15914931893348694
251,0.6617152690887451
252,6.169281005859375
253,1.2066794633865356
254,1.026098370552063
255,5.323716163635254
256,0.2846124470233917
257,25.731359481811523
258,0.15688544511795044
259,10.197911262512207
260,11.303794860839844
261,0.023289687931537628
262,0.44818127155303955
263,1.107458472251892
264,14.061631202697754
265,16.025836944580078
266,1.1396535634994507
267,23.958703994750977
268,7.1691789627075195
269,14.281034469604492
270,14.829292297363281
271,2.8852758407592773
272,1.2918232679367065
273,0.918594479560852
274,0.8892665505409241
