fid,c_frag
1,53.0
4,52.0
5,35.0
9,54.0
11,31.0
18,38.0
25,38.0
26,63.0
28,57.0
30,43.0
40,54.0
41,52.0
42,47.0
48,43.0
69,38.0
71,65.0
80,33.0
90,32.0
103,39.0
110,34.0
113,43.0
116,42.0
126,60.0
180,37.0
283,59.0
474,61.0
481,43.0
490,31.0
496,44.0
513,75.0
514,55.0
516,31.0
517,33.0
520,47.0
521,56.0
522,56.0
523,73.0
525,46.0
526,44.0
528,66.0
529,63.0
535,63.0
540,61.0
541,59.0
542,50.0
543,69.0
544,69.0
545,71.0
546,67.0
552,69.0
556,61.0
557,46.0
562,37.0
592,76.0
