source,cluster_id,threshold,area_km2,prob_max,prob_mean,centroid_x,centroid_y,dist_to_known_m,n_known_inside,score_size,score_discovery,val_vtt_r100,val_rel_vis,val_dist_rijeka,val_strahler,val_aps_vis,pred_prob_mean_feat,shap_vtt_r100,shap_rel_vis_100_250,shap_dist_rijeka_korig,shap_strahler,shap_aps_vis
thr85_all,756,0.85,0.01,0.8748,0.8621,659028.12,5033707.81,1470.81,0,0.008621,6.380802,Cambisols,1.2,159.8,1,89.8,0.8579,0.1347,0.06643,0.12228,0.01907,0.0167
thr85_all,757,0.85,0.02,0.9223,0.8945,608041.41,5033566.41,1749.0,0,0.017891,6.886941,Cambisols,14.084,307.3,1,314.1,0.9223,0.06968,0.23649,0.11001,0.01221,-0.00484
thr85_all,758,0.85,0.04,0.8932,0.8801,577016.41,5033461.72,6044.92,0,0.035205,7.776817,Cambisols,15.286,298.6,3,353.2,0.8882,0.06483,0.21855,0.10541,0.01822,-0.01758
thr85_all,759,0.85,0.07,0.8932,0.8842,578315.62,5033389.96,5485.69,0,0.061892,7.690129,Cambisols,19.337,234.7,3,344.9,0.8842,0.06418,0.21733,0.11537,0.0191,-0.03053
thr85_all,760,0.85,0.0144,0.8714,0.8624,609034.24,5033429.89,1451.08,0,0.012396,6.344582,Cambisols,12.442,648.5,1,340.4,0.8636,0.06169,0.26048,0.05857,0.00877,-0.02461
thr85_all,761,0.85,0.0556,0.8932,0.8809,577615.59,5033163.9,5514.38,0,0.048999,7.694787,Cambisols,18.685,280.5,3,348.5,0.888,0.06523,0.21692,0.11053,0.01936,-0.02278
thr85_all,762,0.85,0.0144,0.8845,0.8665,659045.11,5033190.76,1052.1,0,0.012456,6.155806,Cambisols,1.114,132.2,1,89.3,0.8719,0.13426,0.05465,0.13648,0.01865,0.02911
thr85_all,763,0.85,0.1169,0.915,0.9038,569229.34,5032979.88,11682.18,0,0.105626,8.570266,Cambisols,17.69,247.7,1,478.2,0.9074,0.0697,0.22837,0.11908,0.01089,-0.01938
thr85_all,764,0.85,0.1119,0.915,0.9034,568716.41,5032949.37,12138.43,0,0.10107,8.60532,Cambisols,16.195,242.9,1,478.0,0.9074,0.07016,0.22722,0.11997,0.0108,-0.01947
thr85_all,765,0.85,0.0187,0.8664,0.8615,563085.0,5033030.0,13995.15,0,0.016154,8.271299,Cambisols,13.187,618.8,1,457.9,0.8614,0.06132,0.25274,0.06126,0.00905,-0.02168
thr85_all,766,0.85,0.0306,0.9395,0.9061,660702.81,5032879.34,1003.23,0,0.027749,6.49394,Luvisols,6.42,306.8,1,102.2,0.9206,0.07239,0.23437,0.06253,0.01834,0.03419
thr85_all,767,0.85,0.0262,0.8786,0.8677,607744.64,5032802.38,1337.23,0,0.022778,6.325426,Cambisols,12.218,613.7,1,286.5,0.8714,0.06185,0.25603,0.0556,0.00923,-0.01003
thr85_all,768,0.85,0.0281,0.8664,0.8618,564411.39,5032795.83,13710.65,0,0.024239,8.253506,Cambisols,17.757,624.4,1,487.6,0.8614,0.06272,0.25272,0.05969,0.00899,-0.02143
thr85_all,769,0.85,0.0181,0.8885,0.8695,654619.4,5032823.71,4319.44,0,0.01576,7.437451,Cambisols,0.978,185.1,1,91.5,0.8632,0.11369,0.06694,0.11962,0.02112,0.04314
thr85_all,770,0.85,0.0494,0.8932,0.8838,578901.11,5032553.32,4530.23,0,0.04364,7.51924,Cambisols,14.184,244.2,3,274.6,0.8832,0.06706,0.21069,0.10751,0.01724,-0.01804
thr85_all,771,0.85,0.1044,0.9112,0.8725,608875.82,5032614.0,621.32,0,0.09107,5.86198,Luvisols,15.015,510.9,1,307.9,0.8621,0.04666,0.28159,0.03776,0.00917,-0.01182
thr85_all,772,0.85,0.0106,0.8962,0.8678,634058.09,5032681.62,4036.31,0,0.00922,7.441822,Cambisols,2.071,218.8,1,137.8,0.8741,0.1267,0.07617,0.14035,0.00897,0.02314
thr85_all,773,0.85,0.0375,0.915,0.8971,563283.75,5032583.33,13534.1,0,0.033641,8.704902,Cambisols,14.952,284.2,1,452.2,0.9113,0.0685,0.22824,0.11798,0.01179,-0.01395
thr85_all,774,0.85,0.01,0.8664,0.8616,562940.62,5032512.5,13493.15,0,0.008616,8.239652,Cambisols,12.579,621.9,1,468.3,0.8614,0.06276,0.2526,0.05977,0.00899,-0.02143
thr85_all,775,0.85,0.2475,0.915,0.8986,564295.83,5032058.59,12972.77,0,0.222415,8.666144,Cambisols,16.222,258.2,1,533.2,0.9096,0.07094,0.23028,0.11664,0.01176,-0.01871
thr85_all,776,0.85,0.0138,0.8882,0.8748,578402.27,5032189.77,4316.86,0,0.012028,7.434308,Cambisols,12.856,319.9,3,300.8,0.8882,0.0668,0.22295,0.10151,0.01831,-0.02013
thr85_all,777,0.85,0.01,0.9031,0.86,585334.38,5032214.06,4487.2,0,0.0086,7.594491,Cambisols,9.169,193.3,1,276.8,0.8561,0.07029,0.18438,0.12421,0.00866,-0.03017
thr85_all,778,0.85,0.0519,0.915,0.9026,563397.44,5032079.97,13023.97,0,0.046823,8.669748,Cambisols,15.023,237.9,1,457.8,0.9074,0.06937,0.22607,0.12226,0.01067,-0.0197
thr85_all,779,0.85,0.0213,0.9075,0.8805,661026.47,5031984.56,1317.58,0,0.018711,6.52012,Luvisols,6.183,622.6,1,101.3,0.8515,0.07841,0.21145,0.01864,0.01447,0.02976
thr85_all,780,0.85,0.0225,0.8838,0.8657,636979.86,5032002.08,2308.77,0,0.019478,6.844963,Luvisols,8.397,484.2,1,153.0,0.8697,0.04742,0.25012,0.03623,0.00613,0.03109
thr85_all,781,0.85,0.0125,0.8702,0.8584,637468.75,5031952.5,1926.54,0,0.01073,6.582274,Luvisols,7.672,549.9,1,156.3,0.8544,0.05419,0.24446,0.02371,0.00489,0.02839
thr85_all,782,0.85,0.0413,0.9263,0.8999,584963.26,5031803.79,5039.41,0,0.037121,7.896853,Cambisols,10.829,221.3,1,267.2,0.9128,0.07251,0.21943,0.12315,0.01107,-0.01205
thr85_all,783,0.85,0.0156,0.915,0.8841,565182.5,5031851.5,12797.66,0,0.013814,8.653709,Cambisols,13.182,326.0,1,595.0,0.9066,0.06936,0.2336,0.10854,0.01197,-0.01562
thr85_all,784,0.85,0.0744,0.915,0.9026,563832.25,5031641.28,12563.38,0,0.067132,8.636804,Cambisols,21.07,265.3,1,518.2,0.9096,0.07088,0.23037,0.11716,0.01114,-0.01865
thr85_all,785,0.85,0.0275,0.8664,0.862,566284.66,5031633.52,12707.09,0,0.023704,8.187652,Cambisols,22.697,627.0,1,639.1,0.8614,0.06241,0.25524,0.05971,0.00885,-0.02352
thr85_all,786,0.85,0.3006,0.915,0.9027,566011.82,5031333.29,12369.53,0,0.271376,8.622576,Cambisols,16.783,249.1,1,655.9,0.9074,0.06962,0.23089,0.11888,0.01075,-0.02147
thr85_all,787,0.85,0.0163,0.8754,0.8609,633475.0,5031475.96,4920.3,0,0.01399,7.441702,Luvisols,7.767,439.6,1,157.3,0.8694,0.05493,0.24282,0.03689,0.00743,0.02865
thr85_all,788,0.85,0.04,0.915,0.8994,564318.36,5031376.95,12291.19,0,0.035977,8.616763,Cambisols,21.584,279.5,1,547.8,0.9113,0.06885,0.2299,0.12024,0.01135,-0.01779
thr85_all,789,0.85,0.2756,0.915,0.9014,565352.24,5031019.47,11981.87,0,0.248446,8.593442,Cambisols,21.378,272.9,1,657.2,0.9113,0.06897,0.23166,0.11863,0.01155,-0.01825
thr85_all,790,0.85,0.0331,0.8664,0.8607,566817.22,5031324.29,12499.04,0,0.028511,8.17335,Cambisols,17.262,620.5,1,628.6,0.8614,0.06245,0.25512,0.05979,0.00885,-0.02352
thr85_all,791,0.85,0.0569,0.885,0.8654,673455.08,5031073.49,1849.71,0,0.04922,6.658091,Cambisols,0.933,145.7,1,87.9,0.8742,0.14209,0.05732,0.12843,0.01838,0.02922
thr85_all,792,0.85,0.0106,0.8989,0.8748,633681.62,5031143.38,5311.58,0,0.009295,7.710564,Cambisols,2.357,197.2,1,137.0,0.8841,0.12788,0.08103,0.14403,0.00922,0.02317
thr85_all,793,0.85,0.045,0.8664,0.8617,564417.36,5031000.35,11915.33,0,0.038777,8.131916,Cambisols,21.751,610.2,1,619.1,0.8592,0.05989,0.25518,0.05936,0.00893,-0.0229
thr85_all,794,0.85,0.0187,0.9198,0.8825,688620.0,5030907.5,3825.11,0,0.016547,7.587661,Cambisols,0.604,143.5,3,86.4,0.8575,0.14728,-0.01004,0.13429,0.04806,0.03914
thr85_all,795,0.85,0.0131,0.8999,0.8739,687661.31,5030887.5,3944.14,0,0.011469,7.451443,Cambisols,0.791,239.5,3,87.0,0.888,0.14199,0.0709,0.09518,0.05002,0.03115
thr85_all,796,0.85,0.0163,0.9129,0.8755,688170.19,5030911.54,3865.09,0,0.014227,7.540925,Cambisols,0.574,152.5,3,86.7,0.8505,0.14952,-0.00925,0.13018,0.04976,0.03161
thr85_all,797,0.85,0.0238,0.8786,0.8668,623142.76,5030797.37,1777.92,0,0.020587,6.57554,Cambisols,16.247,679.8,1,245.1,0.8786,0.0665,0.25617,0.05667,0.0104,-0.00984
thr85_all,798,0.85,0.0225,0.9273,0.8816,623665.28,5030788.89,1290.22,0,0.019837,6.642363,Cambisols,17.986,339.0,1,237.4,0.891,0.06486,0.25075,0.07287,0.01115,-0.00738
thr85_all,799,0.85,0.0631,0.915,0.9027,566823.39,5030505.57,11699.91,0,0.056986,8.571653,Cambisols,16.661,228.8,1,698.3,0.9124,0.06969,0.2289,0.1268,0.01055,-0.02226
thr85_all,800,0.85,0.1212,0.915,0.9032,566252.19,5030296.65,11383.26,0,0.109518,8.546549,Cambisols,14.263,249.0,1,729.2,0.9074,0.06962,0.23089,0.11888,0.01075,-0.02147
thr85_all,801,0.85,0.0119,0.9049,0.8873,688890.13,5030448.03,3369.97,0,0.010536,7.350517,Cambisols,0.736,203.9,3,86.5,0.8999,0.1431,0.07038,0.10287,0.04767,0.03716
thr85_all,802,0.85,0.0156,0.885,0.8639,674799.5,5030310.5,2202.71,0,0.013498,6.812584,Cambisols,1.024,147.5,1,88.1,0.8689,0.14083,0.05437,0.13295,0.01914,0.02285
thr85_all,803,0.85,0.0225,0.8826,0.8649,633198.61,5030196.53,5959.21,0,0.019461,7.671911,Cambisols,1.861,213.0,1,141.6,0.8608,0.12667,0.05655,0.14049,0.00879,0.02952
thr85_all,804,0.85,0.0456,0.915,0.9011,566762.5,5030053.94,11245.91,0,0.041115,8.535442,Cambisols,14.39,258.5,1,718.4,0.9096,0.07086,0.23089,0.11666,0.01173,-0.01924
thr85_all,805,0.85,0.0244,0.9247,0.8981,633713.14,5029954.17,6162.43,0,0.021891,8.069,Cambisols,9.335,287.6,1,171.8,0.9149,0.07563,0.20542,0.11777,0.00669,0.01064
thr85_all,806,0.85,0.0219,0.8847,0.8661,674797.5,5029809.64,2019.96,0,0.018946,6.733689,Cambisols,0.936,158.1,1,87.8,0.8636,0.14166,0.06107,0.11731,0.01789,0.0269
thr85_all,807,0.85,0.0144,0.8856,0.8672,688053.8,5029804.89,2797.86,0,0.012466,7.028785,Cambisols,0.999,143.5,1,87.1,0.8802,0.14316,0.05652,0.12856,0.01929,0.03397
thr85_all,808,0.85,0.05,0.9058,0.8725,689108.44,5029618.44,2557.78,0,0.043627,7.107985,Cambisols,0.624,175.6,3,86.4,0.8164,0.1409,-0.0125,0.10583,0.04776,0.03569
thr85_all,809,0.85,0.035,0.9558,0.9197,657504.91,5029600.0,328.08,0,0.032189,5.540287,Luvisols,6.198,246.6,1,107.1,0.9043,0.06531,0.21487,0.07703,0.01567,0.03264
thr85_all,810,0.85,0.0181,0.915,0.8865,566176.29,5029623.71,10707.44,0,0.016067,8.490548,Cambisols,16.03,328.4,1,746.5,0.9066,0.06899,0.23349,0.10903,0.01194,-0.01559
thr85_all,811,0.85,0.06,0.9133,0.8809,632081.51,5029566.93,5973.9,0,0.052852,7.941562,Cambisols,8.948,205.6,1,177.2,0.8893,0.07641,0.1947,0.12688,0.00379,-0.01123
thr85_all,812,0.85,0.0194,0.8818,0.8629,673130.24,5029588.31,408.36,0,0.016719,5.303574,Cambisols,1.169,157.5,1,88.3,0.852,0.13701,0.06198,0.12559,0.01689,0.01183
thr85_all,813,0.85,0.0206,0.915,0.8917,558503.41,5029573.11,11972.17,0,0.018392,8.592701,Cambisols,16.358,314.1,1,493.4,0.915,0.06985,0.23391,0.11343,0.01229,-0.01316
thr85_all,814,0.85,0.0156,0.8664,0.8625,559102.5,5029478.5,11610.21,0,0.013476,8.109442,Cambisols,15.476,629.2,1,521.9,0.8614,0.06249,0.25462,0.05969,0.00888,-0.02299
thr85_all,815,0.85,0.0231,0.8866,0.8673,688568.58,5029464.53,2385.01,0,0.020057,6.895127,Cambisols,0.872,153.3,1,86.8,0.8716,0.13859,0.06468,0.12044,0.01822,0.03095
thr85_all,816,0.85,0.0306,0.8664,0.8612,557884.44,5029392.09,12128.53,0,0.026375,8.14728,Cambisols,14.789,625.2,1,472.0,0.8614,0.06272,0.25272,0.05969,0.00899,-0.02143
thr85_all,817,0.85,0.0288,0.915,0.8917,566507.61,5029417.39,10569.34,0,0.025636,8.47867,Cambisols,15.054,310.8,1,758.4,0.915,0.06825,0.23639,0.11211,0.01252,-0.01294
thr85_all,818,0.85,0.0262,0.9221,0.8938,689573.81,5029363.69,2408.18,0,0.023461,7.180429,Cambisols,0.852,176.1,3,86.3,0.8961,0.14087,0.07041,0.10308,0.04864,0.03441
thr85_all,819,0.85,0.02,0.9124,0.8902,558786.72,5029218.75,11525.37,0,0.017804,8.53314,Cambisols,10.911,280.3,1,473.0,0.8978,0.06807,0.22099,0.12026,0.01129,-0.02152
thr85_all,820,0.85,0.0256,0.8664,0.8613,567082.01,5029271.04,10564.05,0,0.022072,8.027635,Cambisols,20.829,628.7,1,753.5,0.8614,0.06241,0.25524,0.05971,0.00885,-0.02352
thr85_all,821,0.85,0.0331,0.8878,0.866,672718.63,5029186.08,167.39,0,0.028685,4.551227,Cambisols,1.037,162.8,1,87.1,0.8475,0.14057,0.05368,0.11199,0.01719,0.02535
thr85_all,822,0.85,0.01,0.87,0.8596,638581.25,5029248.44,3441.45,0,0.008596,7.085115,Luvisols,7.715,464.4,1,146.9,0.8627,0.04777,0.23908,0.04006,0.0065,0.03058
thr85_all,823,0.85,0.0813,0.921,0.8846,690895.19,5029048.08,2863.43,0,0.071877,7.331554,Cambisols,0.801,150.7,3,86.2,0.9147,0.14283,0.06323,0.12255,0.04762,0.03977
thr85_all,824,0.85,0.0356,0.8664,0.8617,566306.8,5029160.31,10276.66,0,0.030698,8.003741,Cambisols,15.97,616.4,1,795.5,0.8614,0.06101,0.25526,0.06128,0.00891,-0.02377
thr85_all,825,0.85,0.0131,0.8664,0.864,559147.02,5029168.45,11313.26,0,0.01134,8.086996,Cambisols,13.494,636.9,1,536.9,0.8614,0.06262,0.25469,0.05946,0.00891,-0.023
thr85_all,826,0.85,0.0169,0.8747,0.8578,673289.35,5029205.09,455.29,0,0.014475,5.355856,Cambisols,1.038,185.1,1,87.7,0.8499,0.14052,0.05404,0.11358,0.01752,0.02551
thr85_all,827,0.85,0.0488,0.8816,0.8629,690155.13,5029101.28,2425.88,0,0.042068,6.871166,Cambisols,-0.617,95.2,3,83.6,0.8531,0.18018,-0.01902,0.11528,0.04314,0.03479
thr85_all,828,0.85,0.0156,0.8935,0.8728,626085.5,5029122.5,45.0,1,0.013638,3.4209,Cambisols,7.502,207.9,1,175.6,0.8459,0.06957,0.15361,0.13273,-1e-05,-0.00874
thr85_all,829,0.85,0.025,0.921,0.8904,632757.5,5029126.25,6635.25,0,0.02226,8.105099,Cambisols,10.192,249.6,1,175.1,0.921,0.07897,0.21719,0.12055,0.00668,-0.00113
thr85_all,830,0.85,0.04,0.8844,0.8644,689611.72,5029098.05,2171.14,0,0.034577,6.794888,Cambisols,-0.638,89.6,3,83.9,0.8497,0.18224,-0.01858,0.11319,0.04237,0.03171
thr85_all,831,0.85,0.08,0.9218,0.8843,690349.02,5028885.94,2369.74,0,0.070744,7.163091,Cambisols,0.974,201.0,3,86.6,0.8948,0.14855,0.05907,0.10566,0.04948,0.03328
thr85_all,832,0.85,0.01,0.8953,0.8793,689275.0,5028982.81,1959.65,0,0.008793,6.787351,Cambisols,0.983,227.6,3,87.5,0.8877,0.14733,0.06142,0.10099,0.04989,0.02935
thr85_all,833,0.85,0.0225,0.9147,0.8819,689601.39,5028959.03,2038.38,0,0.019843,6.970748,Cambisols,0.775,204.6,3,86.3,0.8999,0.14147,0.06789,0.10577,0.04752,0.03853
thr85_all,834,0.85,0.0119,0.8732,0.8598,673921.71,5028925.66,1140.49,0,0.010211,6.147467,Cambisols,0.951,147.2,1,88.4,0.8631,0.13685,0.05849,0.12949,0.01877,0.02073
