source,cluster_id,threshold,area_km2,prob_max,prob_mean,centroid_x,centroid_y,dist_to_known_m,n_known_inside,score_size,score_discovery,val_vtt_r100,val_rel_vis,val_dist_rijeka,val_strahler,val_aps_vis,pred_prob_mean_feat,shap_vtt_r100,shap_rel_vis_100_250,shap_dist_rijeka_korig,shap_strahler,shap_aps_vis
thr85_all,307,0.85,0.0606,0.9052,0.8738,617050.39,5054204.51,10969.34,0,0.052977,8.421347,Luvisols,7.062,945.9,1,115.0,0.8688,0.07835,0.24379,-0.0132,0.00545,0.0557
thr85_all,308,0.85,0.0106,0.9163,0.8781,583712.5,5054500.74,5692.86,0,0.00933,7.923465,Cambisols,12.343,336.4,1,234.5,0.8812,0.06116,0.24685,0.08502,0.00978,-0.02029
thr85_all,309,0.85,0.0131,0.9002,0.887,626077.98,5054441.07,7315.15,0,0.011641,8.010096,Luvisols,5.722,617.5,3,113.2,0.8952,0.04599,0.21433,0.0453,0.03025,0.06064
thr85_all,310,0.85,0.0356,0.9253,0.8781,623366.45,5054277.41,7423.87,0,0.031282,8.246565,Cambisols,1.514,254.2,3,108.7,0.8598,0.12075,0.07948,0.10084,0.03755,0.02245
thr85_all,311,0.85,0.0156,0.8736,0.8633,579794.5,5054111.5,6420.14,0,0.013488,7.659516,Cambisols,11.843,612.2,1,292.0,0.8664,0.061,0.25603,0.05547,0.00876,-0.01358
thr85_all,312,0.85,0.0181,0.9188,0.8806,580565.95,5054008.19,7106.57,0,0.015961,8.148849,Cambisols,10.508,321.7,1,268.3,0.9138,0.0718,0.22637,0.10879,0.01219,-0.00406
thr85_all,313,0.85,0.0406,0.9273,0.9164,580903.27,5053844.42,7477.78,0,0.037228,8.2711,Cambisols,18.351,209.3,1,277.3,0.9216,0.07643,0.22545,0.12014,0.01036,-0.00955
thr85_all,314,0.85,0.0187,0.88,0.8651,590666.67,5053815.83,1295.03,0,0.016221,6.306989,Luvisols,8.004,252.2,1,169.8,0.8394,0.03078,0.24137,0.0753,0.00543,-0.01217
thr85_all,315,0.85,0.0219,0.9145,0.8979,622498.93,5053773.21,7249.54,0,0.019641,8.128982,Luvisols,6.521,550.0,3,114.1,0.8978,0.04499,0.22684,0.03997,0.02974,0.05749
thr85_all,316,0.85,0.0181,0.8682,0.8652,578566.81,5053546.12,5909.08,0,0.015682,7.539779,Cambisols,12.404,582.6,1,373.1,0.8592,0.0597,0.25818,0.05345,0.00894,-0.0198
thr85_all,317,0.85,0.02,0.8973,0.8783,604725.78,5053446.09,15355.02,0,0.017566,8.649372,Luvisols,6.865,688.3,3,128.2,0.8836,0.045,0.22371,0.03859,0.03351,0.04402
thr85_all,318,0.85,0.0144,0.8933,0.8794,616090.76,5053410.33,10405.28,0,0.012642,8.262864,Luvisols,6.152,850.6,1,114.1,0.8775,0.06897,0.20347,0.03275,0.00818,0.06539
thr85_all,319,0.85,0.0531,0.904,0.8817,604013.68,5053350.15,14646.98,0,0.046843,8.671368,Luvisols,7.513,577.2,3,132.9,0.8912,0.04382,0.23811,0.03669,0.03529,0.03855
thr85_all,320,0.85,0.0106,0.9116,0.8656,578668.38,5053313.97,6151.4,0,0.009197,7.953316,Cambisols,10.97,340.3,1,365.7,0.8753,0.06171,0.24642,0.07735,0.01057,-0.01947
thr85_all,321,0.85,0.105,0.9223,0.9071,579432.89,5053201.34,6750.98,0,0.095248,8.132214,Cambisols,15.009,227.0,1,326.8,0.9163,0.07035,0.22982,0.12657,0.01028,-0.01947
thr85_all,322,0.85,0.0619,0.9241,0.899,577874.12,5053210.73,5755.98,0,0.055624,8.000741,Cambisols,14.957,291.7,1,396.6,0.9149,0.06814,0.23212,0.11837,0.01169,-0.01417
thr85_all,323,0.85,0.015,0.8857,0.8674,673171.88,5053229.17,4222.44,0,0.01301,7.394146,Gleysols,6.112,196.0,3,93.5,0.8569,-0.03338,0.1996,0.10158,0.03227,0.05807
thr85_all,324,0.85,0.3738,0.9266,0.9094,580102.88,5052483.15,7732.83,0,0.339879,8.295901,Cambisols,17.117,245.0,1,354.1,0.9174,0.07225,0.23144,0.11926,0.01057,-0.01485
thr85_all,325,0.85,0.0131,0.8677,0.8552,594113.69,5052900.6,4850.63,0,0.011224,7.364098,Cambisols,0.919,182.9,2,139.0,0.8527,0.11664,0.06387,0.13342,0.0168,0.0232
thr85_all,326,0.85,0.0144,0.8897,0.8747,676223.37,5052808.15,4978.53,0,0.012574,7.574,Gleysols,7.04,154.4,3,94.6,0.8778,-0.03528,0.22985,0.1086,0.03232,0.04356
thr85_all,327,0.85,0.0275,0.8682,0.8587,562947.73,5052815.34,12839.1,0,0.023615,8.213425,Cambisols,18.343,628.1,1,410.7,0.8564,0.06092,0.256,0.05859,0.00836,-0.02619
thr85_all,328,0.85,0.015,0.9211,0.895,577527.08,5052804.17,5925.11,0,0.013425,8.001436,Cambisols,10.96,145.3,1,354.2,0.9076,0.07499,0.21573,0.1347,0.00974,-0.02626
thr85_all,329,0.85,0.0225,0.8736,0.8662,581666.67,5052729.17,7809.48,0,0.019489,7.830638,Cambisols,13.433,669.6,1,304.9,0.8736,0.0639,0.26017,0.05853,0.00965,-0.01734
thr85_all,330,0.85,0.0919,0.8664,0.862,576377.47,5052522.36,5737.45,0,0.079196,7.498806,Cambisols,20.535,631.1,1,526.2,0.8614,0.06263,0.25469,0.0595,0.00888,-0.02302
thr85_all,331,0.85,0.045,0.925,0.9108,578810.07,5052694.79,6721.69,0,0.040987,8.152684,Cambisols,13.219,254.1,1,353.5,0.9104,0.0702,0.22993,0.11178,0.01125,-0.01153
thr85_all,332,0.85,0.015,0.9163,0.9039,579241.67,5052700.0,6990.56,0,0.013558,8.111426,Cambisols,11.647,243.8,1,337.0,0.9096,0.07041,0.23208,0.11814,0.01004,-0.01977
thr85_all,333,0.85,0.01,0.8645,0.8594,595942.19,5052695.31,6682.91,0,0.008594,7.614283,Cambisols,0.923,205.0,2,135.1,0.8619,0.11458,0.06775,0.13771,0.01563,0.02748
thr85_all,334,0.85,0.0144,0.9213,0.9003,578137.5,5052625.54,6390.05,0,0.012942,8.072874,Cambisols,10.602,266.6,1,367.7,0.9056,0.07142,0.22578,0.1167,0.01098,-0.01806
thr85_all,335,0.85,0.0688,0.9211,0.903,576975.23,5052443.41,6013.69,0,0.062082,8.015102,Cambisols,12.61,185.5,1,410.4,0.9116,0.07366,0.22696,0.12869,0.01011,-0.02658
thr85_all,336,0.85,0.0206,0.9241,0.9098,577789.02,5052492.05,6325.05,0,0.018765,8.087846,Cambisols,13.159,230.7,1,376.8,0.9224,0.07141,0.23075,0.12656,0.01055,-0.0156
thr85_all,337,0.85,0.02,0.9173,0.8937,562869.53,5052442.97,13064.83,0,0.017875,8.693676,Cambisols,10.91,257.6,1,334.6,0.8984,0.0699,0.22567,0.11576,0.01102,-0.02267
thr85_all,338,0.85,0.0125,0.9161,0.8944,563311.25,5052318.75,12721.6,0,0.01118,8.657888,Cambisols,11.214,131.7,1,331.9,0.9058,0.07143,0.22159,0.13375,0.00939,-0.02907
thr85_all,339,0.85,0.0394,0.9241,0.9084,563741.47,5052269.25,12361.17,0,0.035768,8.70694,Cambisols,15.31,173.9,1,354.3,0.9191,0.07491,0.23003,0.12509,0.00991,-0.0196
thr85_all,340,0.85,0.065,0.9223,0.896,560508.17,5052209.62,15321.37,0,0.058242,8.887995,Cambisols,15.24,303.8,1,321.4,0.9223,0.06894,0.23634,0.111,0.01223,-0.00497
thr85_all,341,0.85,0.0119,0.9224,0.8977,577492.76,5052269.08,6384.9,0,0.01066,8.081944,Cambisols,11.118,247.8,1,387.8,0.8939,0.06814,0.22355,0.12021,0.01054,-0.02723
thr85_all,342,0.85,0.1625,0.8664,0.862,578210.58,5052116.54,6861.38,0,0.14007,7.653778,Cambisols,22.622,627.0,1,509.4,0.8614,0.06249,0.25462,0.05969,0.00888,-0.02299
thr85_all,343,0.85,0.0369,0.8835,0.8668,598250.21,5052108.69,9061.25,0,0.031962,8.050067,Cambisols,1.084,185.6,2,130.5,0.8629,0.11733,0.06212,0.14156,0.01474,0.02842
thr85_all,344,0.85,0.02,0.8664,0.8613,564850.78,5052184.38,11433.19,0,0.017225,8.096131,Cambisols,15.858,634.2,1,451.5,0.8614,0.06285,0.25279,0.05946,0.00901,-0.02143
thr85_all,345,0.85,0.0681,0.9224,0.8991,578910.89,5052076.49,7278.21,0,0.061254,8.202715,Cambisols,13.905,262.2,1,406.1,0.9096,0.07047,0.23044,0.11803,0.01168,-0.01971
thr85_all,346,0.85,0.0744,0.9224,0.9065,564330.78,5052128.26,11911.27,0,0.067421,8.657041,Cambisols,20.496,222.2,1,394.2,0.9141,0.07013,0.22917,0.12922,0.01075,-0.02393
thr85_all,347,0.85,0.0138,0.9223,0.9012,561078.41,5052126.14,14828.0,0,0.012391,8.85781,Cambisols,12.278,306.4,1,308.2,0.9223,0.06968,0.23649,0.11001,0.01221,-0.00484
thr85_all,348,0.85,0.0119,0.9126,0.8737,562079.61,5052162.5,13899.23,0,0.010375,8.706048,Cambisols,9.338,156.9,1,279.6,0.8556,0.06982,0.18641,0.12485,0.00817,-0.03239
thr85_all,349,0.85,0.0112,0.8839,0.8658,604306.94,5052141.67,15037.55,0,0.00974,8.501951,Cambisols,1.199,299.4,3,119.8,0.8595,0.11569,0.06692,0.10366,0.03687,0.03759
thr85_all,350,0.85,0.0269,0.9141,0.9019,576560.76,5052071.22,6222.69,0,0.024239,7.985411,Cambisols,12.919,192.4,1,426.3,0.9116,0.07391,0.227,0.12916,0.01008,-0.0273
thr85_all,351,0.85,0.0187,0.8835,0.8683,599145.0,5052074.17,9945.4,0,0.01628,8.132311,Cambisols,1.118,170.9,2,130.9,0.8609,0.1144,0.06395,0.13936,0.01578,0.02872
thr85_all,352,0.85,0.0706,0.8664,0.8626,577580.2,5051834.85,6814.37,0,0.060923,7.647823,Cambisols,19.35,639.0,1,518.2,0.8614,0.06262,0.25469,0.05946,0.00891,-0.023
thr85_all,353,0.85,0.0187,0.915,0.9017,564595.83,5051903.33,11796.25,0,0.016907,8.579156,Cambisols,11.538,277.8,1,401.5,0.9113,0.06835,0.22984,0.12211,0.01128,-0.01902
thr85_all,354,0.85,0.0131,0.9216,0.9084,580487.5,5051962.5,8374.38,0,0.011923,8.324576,Cambisols,12.118,225.7,1,322.0,0.9213,0.07136,0.23137,0.12484,0.01061,-0.01562
thr85_all,355,0.85,0.055,0.925,0.9052,562957.95,5051877.56,13236.99,0,0.049787,8.7795,Cambisols,19.402,269.9,1,381.4,0.919,0.07272,0.23285,0.11613,0.01116,-0.01258
thr85_all,356,0.85,0.0269,0.8664,0.8589,564963.66,5051843.9,11514.75,0,0.023084,8.10229,Cambisols,17.042,630.2,1,429.9,0.8564,0.06092,0.256,0.05859,0.00836,-0.02619
thr85_all,357,0.85,0.0275,0.925,0.9141,563371.02,5051881.25,12870.52,0,0.025137,8.753531,Cambisols,14.479,256.0,1,362.8,0.9104,0.07022,0.23012,0.11149,0.01134,-0.01154
thr85_all,358,0.85,0.0387,0.915,0.9006,577025.0,5051837.9,6595.28,0,0.034899,8.047182,Cambisols,12.032,279.1,1,428.1,0.9113,0.06853,0.23018,0.12134,0.01128,-0.01878
thr85_all,359,0.85,0.0225,0.9273,0.8968,559840.97,5051862.5,16070.46,0,0.020177,8.980439,Cambisols,16.039,321.1,1,293.5,0.9223,0.07082,0.23655,0.11024,0.01173,-0.0058
thr85_all,360,0.85,0.0325,0.8614,0.8578,560504.81,5051830.29,15471.96,0,0.027877,8.309977,Cambisols,20.399,633.2,1,417.9,0.8564,0.06106,0.25607,0.05836,0.00839,-0.02619
thr85_all,361,0.85,0.0225,0.8664,0.8619,575616.67,5051859.72,6215.9,0,0.019394,7.56819,Cambisols,16.448,641.4,1,574.6,0.8614,0.06256,0.2553,0.05951,0.00885,-0.02354
thr85_all,362,0.85,0.0125,0.8683,0.8619,598517.5,5051886.25,9369.69,0,0.010774,7.941066,Cambisols,0.888,185.5,2,129.1,0.8638,0.11301,0.06949,0.13727,0.01534,0.03001
thr85_all,363,0.85,0.0413,0.925,0.9082,580158.71,5051796.21,8274.3,0,0.037462,8.344898,Cambisols,14.55,264.3,1,352.6,0.9196,0.07253,0.23245,0.1166,0.01174,-0.01241
thr85_all,364,0.85,0.0912,0.9273,0.8824,557726.71,5051761.3,18076.94,0,0.080519,9.089531,Luvisols,11.594,368.8,1,246.5,0.866,0.04051,0.27516,0.04218,0.01288,-0.00343
thr85_all,365,0.85,0.1094,0.9273,0.883,558422.21,5051768.07,17423.49,0,0.096581,9.055392,Luvisols,12.433,377.3,1,251.4,0.871,0.04353,0.27312,0.04188,0.01279,0.00099
thr85_all,366,0.85,0.07,0.9241,0.9046,563989.29,5051729.69,12406.25,0,0.063324,8.710304,Cambisols,16.789,266.6,1,401.3,0.909,0.07045,0.23067,0.11788,0.01109,-0.01983
thr85_all,367,0.85,0.0106,0.915,0.8872,576188.97,5051841.91,6343.82,0,0.009427,8.011617,Cambisols,14.561,324.6,1,462.5,0.9066,0.06965,0.2312,0.10846,0.01208,-0.01354
thr85_all,368,0.85,0.0213,0.9116,0.8975,576415.44,5051811.03,6430.84,0,0.019071,7.993559,Cambisols,12.287,168.0,1,412.9,0.9111,0.07345,0.22812,0.12711,0.00979,-0.02613
thr85_all,369,0.85,0.01,0.8704,0.8622,675123.44,5051840.62,3535.74,0,0.008622,7.111901,Gleysols,7.518,162.9,3,97.9,0.8664,-0.04443,0.2441,0.10826,0.0323,0.02745
thr85_all,370,0.85,0.0338,0.925,0.8981,561684.26,5051779.17,14420.25,0,0.030312,8.858696,Cambisols,21.549,308.3,1,348.0,0.925,0.0699,0.2387,0.11175,0.01251,-0.00655
thr85_all,371,0.85,0.065,0.925,0.9083,579485.82,5051777.88,7860.41,0,0.059037,8.297434,Cambisols,18.954,263.4,1,376.0,0.9196,0.07249,0.23255,0.1167,0.01174,-0.01258
thr85_all,372,0.85,0.0788,0.8979,0.8674,604396.23,5051606.35,15199.68,0,0.06831,8.646388,Luvisols,10.554,727.8,3,165.5,0.8584,0.03095,0.27811,0.03891,0.03132,-0.0196
thr85_all,373,0.85,0.0106,0.8803,0.8663,609531.62,5051715.44,12059.54,0,0.009204,8.272734,Luvisols,6.765,287.7,1,129.7,0.8631,0.04443,0.21367,0.06916,0.00665,0.03042
thr85_all,374,0.85,0.0156,0.915,0.9024,578250.5,5051668.5,7269.08,0,0.0141,8.136182,Cambisols,11.566,244.2,1,433.8,0.9074,0.07021,0.22943,0.1206,0.01052,-0.02209
thr85_all,375,0.85,0.0169,0.8614,0.8574,561236.57,5051628.24,14889.33,0,0.014468,8.276913,Cambisols,16.025,644.8,1,406.8,0.8614,0.0615,0.25779,0.06112,0.00921,-0.02694
thr85_all,376,0.85,0.0319,0.925,0.8969,562432.11,5051625.74,13819.68,0,0.028589,8.819347,Cambisols,18.529,315.4,1,363.5,0.925,0.0713,0.23821,0.11329,0.01216,-0.00864
thr85_all,377,0.85,0.0219,0.8714,0.8649,580885.36,5051630.36,8806.43,0,0.018921,7.915402,Cambisols,14.265,645.0,1,376.3,0.8714,0.0635,0.25991,0.05988,0.00927,-0.01987
thr85_all,378,0.85,0.0394,0.8714,0.8638,560005.75,5051579.96,16029.48,0,0.034013,8.437292,Cambisols,17.93,644.9,1,369.0,0.8714,0.0635,0.25991,0.05988,0.00927,-0.01987
thr85_all,379,0.85,0.0475,0.9004,0.8729,600550.33,5051487.17,11440.61,0,0.041463,8.414691,Cambisols,7.968,287.2,2,154.1,0.8792,0.0647,0.17298,0.09342,0.00242,0.04696
thr85_all,380,0.85,0.0387,0.9141,0.9039,575960.89,5051553.23,6576.86,0,0.035026,8.036001,Cambisols,15.952,190.8,1,455.9,0.9116,0.07443,0.22478,0.12811,0.01026,-0.02475
thr85_all,381,0.85,0.015,0.8656,0.8601,557487.5,5051500.0,18392.41,0,0.012901,8.50031,Luvisols,12.481,574.6,1,240.7,0.8656,0.04035,0.28635,0.03996,0.00971,-0.00947
thr85_all,382,0.85,0.0181,0.8614,0.8575,562921.12,5051500.43,13447.98,0,0.015542,8.189214,Cambisols,13.429,618.5,1,424.5,0.8564,0.05952,0.25602,0.06016,0.00842,-0.02644
thr85_all,383,0.85,0.0181,0.915,0.893,564406.47,5051489.22,12175.25,0,0.016186,8.608091,Cambisols,17.584,309.0,1,413.5,0.915,0.06804,0.23607,0.11314,0.01246,-0.01339
thr85_all,384,0.85,0.0312,0.915,0.9051,576707.5,5051462.5,6847.51,0,0.028286,8.08152,Cambisols,15.676,258.1,1,451.0,0.9096,0.07117,0.22838,0.11664,0.01186,-0.01715
thr85_all,385,0.85,0.0106,0.8632,0.8608,563719.85,5051491.91,12759.14,0,0.009146,8.16073,Cambisols,14.389,593.2,1,454.7,0.8542,0.05879,0.25287,0.05624,0.00956,-0.022
thr85_all,386,0.85,0.0169,0.9249,0.8918,579117.13,5051441.2,7917.92,0,0.015049,8.302774,Cambisols,16.359,323.2,1,399.5,0.91,0.06926,0.23402,0.11212,0.01195,-0.01604
thr85_all,387,0.85,0.0169,0.8682,0.8579,561905.09,5051352.31,14413.4,0,0.014477,8.313835,Cambisols,15.679,627.9,1,402.4,0.8564,0.06092,0.256,0.05859,0.00836,-0.02619
thr85_all,388,0.85,0.0294,0.915,0.9015,575599.2,5051362.5,6705.59,0,0.026482,8.062359,Cambisols,13.026,245.0,1,462.1,0.9074,0.07076,0.22725,0.11949,0.0107,-0.01953
thr85_all,389,0.85,0.0488,0.8664,0.8619,577483.65,5051272.12,7290.36,0,0.04202,7.706314,Cambisols,23.781,623.5,1,590.0,0.8614,0.06245,0.25512,0.05979,0.00885,-0.02352
thr85_all,390,0.85,0.0294,0.915,0.9011,577978.99,5051374.73,7402.03,0,0.026469,8.152765,Cambisols,17.103,262.5,1,451.0,0.9096,0.07102,0.22825,0.11692,0.01186,-0.01716
thr85_all,391,0.85,0.0156,0.8888,0.8776,628621.5,5051327.5,5241.23,0,0.013713,7.612167,Luvisols,6.086,810.1,1,112.8,0.8799,0.06527,0.20366,0.03284,0.00923,0.07013
thr85_all,392,0.85,0.0256,0.8664,0.8597,580010.06,5051309.45,8552.37,0,0.022031,7.844625,Cambisols,20.919,639.1,1,440.9,0.8564,0.06106,0.25607,0.05836,0.00839,-0.02619
thr85_all,393,0.85,0.0213,0.9107,0.8903,624970.59,5051260.29,4135.79,0,0.01892,7.584263,Luvisols,6.062,709.4,3,114.0,0.898,0.04778,0.21392,0.04774,0.02972,0.06011
thr85_all,394,0.85,0.1519,0.8664,0.8621,576466.62,5050849.54,7373.78,0,0.130925,7.71617,Cambisols,21.666,632.0,1,576.0,0.8614,0.06254,0.25531,0.05948,0.00887,-0.02352
thr85_all,395,0.85,0.0356,0.915,0.898,578619.08,5051222.59,7839.04,0,0.03199,8.205246,Cambisols,16.23,283.7,1,436.7,0.9113,0.06795,0.23043,0.11908,0.0116,-0.01651
thr85_all,396,0.85,0.0213,0.8872,0.8727,662589.71,5051211.03,2186.92,0,0.018544,6.822999,Cambisols,1.337,207.0,2,91.3,0.8813,0.11046,0.08332,0.11534,0.03007,0.04335
thr85_all,397,0.85,0.0256,0.915,0.8932,575328.35,5051103.96,6931.69,0,0.022887,8.092699,Cambisols,21.532,312.8,1,466.8,0.915,0.06897,0.23384,0.11264,0.01273,-0.01185
thr85_all,398,0.85,0.0181,0.915,0.8885,577740.09,5051069.4,7577.53,0,0.016104,8.174204,Cambisols,18.383,325.2,1,508.7,0.9066,0.06944,0.23298,0.10852,0.01201,-0.01509
thr85_all,399,0.85,0.0169,0.915,0.897,576093.98,5050993.98,7151.31,0,0.015137,8.121238,Cambisols,12.706,296.1,1,497.8,0.915,0.06932,0.2299,0.11667,0.01196,-0.01153
thr85_all,400,0.85,0.08,0.915,0.9014,578383.4,5050848.44,8054.23,0,0.072112,8.230024,Cambisols,19.124,258.1,1,467.4,0.9096,0.07117,0.22838,0.11664,0.01186,-0.01715
thr85_all,401,0.85,0.0531,0.8664,0.8619,578800.44,5050847.5,8254.57,0,0.045789,7.813922,Cambisols,20.534,614.3,1,518.5,0.8592,0.05997,0.25456,0.05935,0.00896,-0.02237
thr85_all,402,0.85,0.0275,0.915,0.9002,575750.0,5050835.23,7248.85,0,0.024756,8.133632,Cambisols,15.558,279.1,1,473.0,0.9113,0.06908,0.228,0.12024,0.01146,-0.01623
thr85_all,403,0.85,0.02,0.9242,0.9068,624690.62,5050854.69,3779.61,0,0.018136,7.613437,Luvisols,6.856,514.4,3,117.0,0.9116,0.04706,0.23404,0.04259,0.02909,0.06008
thr85_all,404,0.85,0.0194,0.8664,0.8628,575056.85,5050810.08,7205.49,0,0.016716,7.69617,Cambisols,19.259,645.7,1,488.8,0.8664,0.0633,0.25455,0.06216,0.00987,-0.0222
thr85_all,405,0.85,0.025,0.9141,0.903,577939.38,5050761.25,7940.04,0,0.022575,8.208152,Cambisols,16.822,174.0,1,426.7,0.9091,0.07287,0.22802,0.12643,0.00985,-0.02684
thr85_all,406,0.85,0.0175,0.914,0.881,604375.89,5050768.75,15331.58,0,0.015418,8.808837,Cambisols,7.462,236.6,1,166.6,0.8543,0.06576,0.15371,0.13214,0.00069,0.00331
thr85_all,407,0.85,0.0119,0.8632,0.8599,577486.18,5050709.87,7813.59,0,0.010211,7.737475,Cambisols,15.843,591.3,1,482.0,0.8542,0.05879,0.25287,0.05624,0.00956,-0.022
thr85_all,408,0.85,0.0163,0.9242,0.9051,624578.85,5050612.5,3568.45,0,0.014708,7.560317,Luvisols,6.529,485.9,3,116.0,0.9125,0.04716,0.22812,0.04795,0.02991,0.06061
thr85_all,409,0.85,0.0206,0.8893,0.8718,662461.74,5050570.08,1585.22,0,0.017982,6.553705,Cambisols,1.423,214.6,2,91.5,0.8839,0.10904,0.08597,0.11227,0.02728,0.05057
thr85_all,410,0.85,0.0275,0.9194,0.8836,629794.89,5050385.8,5413.67,0,0.024298,7.903711,Luvisols,6.553,931.3,1,108.7,0.8818,0.08751,0.23847,-0.00976,0.0124,0.05441
thr85_all,411,0.85,0.0213,0.9233,0.8856,604028.68,5050403.68,15073.95,0,0.018819,8.883012,Cambisols,8.05,189.2,1,169.6,0.8953,0.07986,0.18591,0.13079,0.00274,-0.00278
thr85_all,412,0.85,0.0575,0.9189,0.9051,624382.61,5050214.67,3243.57,0,0.052042,7.428996,Luvisols,6.776,523.6,3,116.6,0.9091,0.04651,0.23017,0.04274,0.02967,0.0613
thr85_all,413,0.85,0.0194,0.8664,0.8621,577553.63,5050197.18,8317.35,0,0.016703,7.820485,Cambisols,20.423,643.4,1,459.4,0.8664,0.0633,0.25452,0.06222,0.00984,-0.02218
thr85_all,414,0.85,0.0425,0.9264,0.8876,604456.99,5050132.35,15274.74,0,0.037721,8.924788,Cambisols,8.161,265.7,1,171.9,0.9073,0.07821,0.19951,0.11924,0.00481,0.00683
thr85_all,415,0.85,0.0306,0.8664,0.8612,565040.05,5050117.6,12464.57,0,0.026375,8.170957,Cambisols,23.681,627.7,1,468.0,0.8614,0.06272,0.25272,0.05969,0.00899,-0.02143
thr85_all,416,0.85,0.0187,0.8664,0.8607,564174.17,5050145.0,13129.98,0,0.016137,8.216014,Cambisols,15.498,618.0,1,501.0,0.8614,0.06132,0.25274,0.06126,0.00905,-0.02168
thr85_all,417,0.85,0.0131,0.9145,0.8874,633118.45,5050106.55,8215.2,0,0.011647,8.243025,Luvisols,6.031,889.3,2,109.5,0.8972,0.07594,0.22005,0.01764,0.02187,0.06299
thr85_all,418,0.85,0.01,0.9147,0.8785,604870.31,5050085.94,14886.15,0,0.008785,8.788679,Cambisols,8.18,314.8,1,166.3,0.9097,0.07606,0.20635,0.11383,0.00772,0.007
thr85_all,419,0.85,0.0256,0.915,0.8962,564466.16,5049947.26,13018.77,0,0.022966,8.669382,Cambisols,16.719,290.3,1,434.2,0.9113,0.06775,0.23124,0.11646,0.01151,-0.0144
thr85_all,420,0.85,0.0238,0.8929,0.8755,601350.66,5049906.58,12637.69,0,0.020793,8.432826,Cambisols,1.326,163.5,2,126.7,0.8879,0.11851,0.07801,0.14035,0.01513,0.03721
thr85_all,421,0.85,0.0106,0.8699,0.8587,605381.62,5049905.15,14349.44,0,0.009124,8.325866,Cambisols,1.337,207.5,1,144.2,0.8664,0.12996,0.06139,0.14177,0.01061,0.02399
thr85_all,422,0.85,0.0187,0.9246,0.8992,624369.17,5049717.5,2784.28,0,0.016859,7.334356,Luvisols,6.807,444.4,3,110.2,0.917,0.0445,0.23366,0.05028,0.02859,0.06126
thr85_all,423,0.85,0.0306,0.9171,0.8829,604168.11,5049645.15,15321.22,0,0.02704,8.838241,Cambisols,9.194,276.8,1,178.3,0.9006,0.07336,0.20376,0.12269,0.00541,-0.0033
thr85_all,424,0.85,0.0169,0.8929,0.8806,601057.87,5049646.76,12448.23,0,0.01486,8.419339,Cambisols,1.321,163.9,2,127.9,0.8879,0.11836,0.07767,0.14067,0.01552,0.03698
thr85_all,425,0.85,0.0569,0.9211,0.9047,564799.86,5049573.21,12997.86,0,0.051455,8.72493,Cambisols,18.688,234.2,1,399.8,0.9124,0.06904,0.22985,0.12685,0.01052,-0.02259
thr85_all,426,0.85,0.0144,0.8664,0.8613,562971.2,5049587.5,14429.89,0,0.012381,8.297802,Cambisols,14.415,627.4,1,510.0,0.8614,0.06249,0.25462,0.05969,0.00888,-0.02299
thr85_all,427,0.85,0.0475,0.915,0.9051,564286.18,5049526.97,13422.06,0,0.042993,8.697296,Cambisols,18.077,243.1,1,416.3,0.9074,0.06961,0.2294,0.12107,0.01061,-0.02202
thr85_all,428,0.85,0.0281,0.8664,0.8632,563609.72,5049518.61,13958.07,0,0.024277,8.269,Cambisols,18.11,631.0,1,558.7,0.8614,0.06255,0.25531,0.05952,0.00885,-0.02355
thr85_all,429,0.85,0.0369,0.925,0.9025,562315.04,5049433.26,15054.99,0,0.033281,8.89854,Cambisols,14.72,283.7,1,371.7,0.9213,0.06995,0.23254,0.11784,0.01166,-0.00944
thr85_all,430,0.85,0.0119,0.8786,0.8631,586798.03,5049441.45,5200.16,0,0.010249,7.518212,Cambisols,13.227,672.0,1,291.2,0.8736,0.06366,0.26011,0.05719,0.00969,-0.01574
thr85_all,431,0.85,0.0106,0.9066,0.8843,643058.09,5049434.56,8523.56,0,0.009396,8.205027,Luvisols,6.122,319.0,3,105.6,0.8927,0.06061,0.21937,0.06854,0.02601,0.01945
thr85_all,432,0.85,0.0219,0.9011,0.8743,599046.79,5049368.93,10700.51,0,0.019126,8.360693,Cambisols,7.39,252.7,2,170.4,0.8242,0.06002,0.14951,0.1007,0.004,0.01123
thr85_all,433,0.85,0.0819,0.904,0.8778,599853.91,5049333.11,11449.37,0,0.071871,8.449045,Cambisols,9.081,293.6,2,168.2,0.8922,0.06822,0.20268,0.10381,0.00645,0.01231
thr85_all,434,0.85,0.1269,0.9216,0.9017,563130.36,5049152.4,14561.31,0,0.114408,8.834333,Cambisols,20.251,250.2,1,450.8,0.9019,0.06966,0.22717,0.11435,0.01139,-0.0194
thr85_all,435,0.85,0.0856,0.9216,0.9074,564009.95,5048996.81,13973.13,0,0.077699,8.796337,Cambisols,14.266,207.7,1,396.3,0.9066,0.07285,0.22639,0.1256,0.00986,-0.02687
thr85_all,436,0.85,0.0187,0.9241,0.9161,564530.83,5049035.83,13553.26,0,0.017177,8.79201,Cambisols,12.791,176.5,1,364.3,0.9216,0.07565,0.23014,0.12637,0.01011,-0.01943
thr85_all,437,0.85,0.0125,0.8731,0.863,608808.75,5048936.25,10892.69,0,0.010788,8.116742,Luvisols,7.327,943.9,2,154.6,0.864,0.07609,0.23744,-0.00604,0.01987,0.03794
