source,cluster_id,threshold,centroid_x,centroid_y,area_km2,prob_max,prob_mean,dist_to_known_m,n_known_inside,val_vtt_r100,val_rel_vis,val_dist_rijeka,val_strahler,val_aps_vis,attr_type,pc1,pc2,shap_vtt_r100,shap_rel_vis_100_250,shap_dist_rijeka_korig,shap_strahler,shap_aps_vis
thr85_all,800,0.85,566252.19,5030296.65,0.1212,0.915,0.9032,11383.26,0,Cambisols,14.263,249.0,1,729.2,0,0.47376356829324834,-1.3740350588508938,0.06962,0.23089,0.11888,0.01075,-0.02147
thr85_all,801,0.85,688890.13,5030448.03,0.0119,0.9049,0.8873,3369.97,0,Cambisols,0.736,203.9,3,86.5,1,-2.865261658199271,0.4157616191087462,0.1431,0.07038,0.10287,0.04767,0.03716
thr85_all,802,0.85,674799.5,5030310.5,0.0156,0.885,0.8639,2202.71,0,Cambisols,1.024,147.5,1,88.1,1,-2.5126360189479273,-0.2452248692345513,0.14083,0.05437,0.13295,0.01914,0.02285
thr85_all,803,0.85,633198.61,5030196.53,0.0225,0.8826,0.8649,5959.21,0,Cambisols,1.861,213.0,1,141.6,1,-2.189052065420697,-0.08356954865330744,0.12667,0.05655,0.14049,0.00879,0.02952
thr85_all,804,0.85,566762.5,5030053.94,0.0456,0.915,0.9011,11245.91,0,Cambisols,14.39,258.5,1,718.4,0,0.4403997400034632,-1.2875887302256468,0.07086,0.23089,0.11666,0.01173,-0.01924
thr85_all,805,0.85,633713.14,5029954.17,0.0244,0.9247,0.8981,6162.43,0,Cambisols,9.335,287.6,1,171.8,0,0.05978352134701295,-0.3994776077739124,0.07563,0.20542,0.11777,0.00669,0.01064
thr85_all,806,0.85,674797.5,5029809.64,0.0219,0.8847,0.8661,2019.96,0,Cambisols,0.936,158.1,1,87.8,1,-2.3064470178631904,0.06604818783249755,0.14166,0.06107,0.11731,0.01789,0.0269
thr85_all,807,0.85,688053.8,5029804.89,0.0144,0.8856,0.8672,2797.86,0,Cambisols,0.999,143.5,1,87.1,1,-2.572980739421772,0.12466130808362162,0.14316,0.05652,0.12856,0.01929,0.03397
thr85_all,808,0.85,689108.44,5029618.44,0.05,0.9058,0.8725,2557.78,0,Cambisols,0.624,175.6,3,86.4,1,-3.4452270937489815,0.42817408881489155,0.1409,-0.0125,0.10583,0.04776,0.03569
thr85_all,809,0.85,657504.91,5029600.0,0.035,0.9558,0.9197,328.08,0,Luvisols,6.198,246.6,1,107.1,4,0.35124027411383535,0.7256697929784552,0.06531,0.21487,0.07703,0.01567,0.03264
thr85_all,810,0.85,566176.29,5029623.71,0.0181,0.915,0.8865,10707.44,0,Cambisols,16.03,328.4,1,746.5,0,0.53745202514866,-1.0856778390127093,0.06899,0.23349,0.10903,0.01194,-0.01559
thr85_all,811,0.85,632081.51,5029566.93,0.06,0.9133,0.8809,5973.9,0,Cambisols,8.948,205.6,1,177.2,0,0.10880578024170787,-1.1255925199541228,0.07641,0.1947,0.12688,0.00379,-0.01123
thr85_all,812,0.85,673130.24,5029588.31,0.0194,0.8818,0.8629,408.36,0,Cambisols,1.169,157.5,1,88.3,1,-2.1833530672682464,-0.4629566898843593,0.13701,0.06198,0.12559,0.01689,0.01183
thr85_all,813,0.85,558503.41,5029573.11,0.0206,0.915,0.8917,11972.17,0,Cambisols,16.358,314.1,1,493.4,0,0.45200576200028697,-1.0745204145634308,0.06985,0.23391,0.11343,0.01229,-0.01316
thr85_all,814,0.85,559102.5,5029478.5,0.0156,0.8664,0.8625,11610.21,0,Cambisols,15.476,629.2,1,521.9,2,1.4582127634350566,-0.6737723105531243,0.06249,0.25462,0.05969,0.00888,-0.02299
thr85_all,815,0.85,688568.58,5029464.53,0.0231,0.8866,0.8673,2385.01,0,Cambisols,0.872,153.3,1,86.8,1,-2.310104489205398,0.14397013138436537,0.13859,0.06468,0.12044,0.01822,0.03095
thr85_all,816,0.85,557884.44,5029392.09,0.0306,0.8664,0.8612,12128.53,0,Cambisols,14.789,625.2,1,472.0,2,1.4266415841302313,-0.6274932891503048,0.06272,0.25272,0.05969,0.00899,-0.02143
thr85_all,817,0.85,566507.61,5029417.39,0.0288,0.915,0.8917,10569.34,0,Cambisols,15.054,310.8,1,758.4,0,0.5005763322847748,-1.0520829181989586,0.06825,0.23639,0.11211,0.01252,-0.01294
thr85_all,818,0.85,689573.81,5029363.69,0.0262,0.9221,0.8938,2408.18,0,Cambisols,0.852,176.1,3,86.3,1,-2.8356701248043223,0.3338375589375361,0.14087,0.07041,0.10308,0.04864,0.03441
thr85_all,819,0.85,558786.72,5029218.75,0.02,0.9124,0.8902,11525.37,0,Cambisols,10.911,280.3,1,473.0,0,0.3986999789848277,-1.3816389337994506,0.06807,0.22099,0.12026,0.01129,-0.02152
thr85_all,820,0.85,567082.01,5029271.04,0.0256,0.8664,0.8613,10564.05,0,Cambisols,20.829,628.7,1,753.5,2,1.468393362169508,-0.6897467371730615,0.06241,0.25524,0.05971,0.00885,-0.02352
thr85_all,821,0.85,672718.63,5029186.08,0.0331,0.8878,0.866,167.39,0,Cambisols,1.037,162.8,1,87.1,1,-2.2557760403955447,0.1012327540262704,0.14057,0.05368,0.11199,0.01719,0.02535
thr85_all,822,0.85,638581.25,5029248.44,0.01,0.87,0.8596,3441.45,0,Luvisols,7.715,464.4,1,146.9,4,1.4159090070974585,1.176303420843942,0.04777,0.23908,0.04006,0.0065,0.03058
thr85_all,823,0.85,690895.19,5029048.08,0.0813,0.921,0.8846,2863.43,0,Cambisols,0.801,150.7,3,86.2,1,-3.1498922591900143,0.2504567183598714,0.14283,0.06323,0.12255,0.04762,0.03977
thr85_all,824,0.85,566306.8,5029160.31,0.0356,0.8664,0.8617,10276.66,0,Cambisols,15.97,616.4,1,795.5,2,1.4720720649928982,-0.7145419931559214,0.06101,0.25526,0.06128,0.00891,-0.02377
thr85_all,825,0.85,559147.02,5029168.45,0.0131,0.8664,0.864,11313.26,0,Cambisols,13.494,636.9,1,536.9,2,1.4587592689847544,-0.671580900117724,0.06262,0.25469,0.05946,0.00891,-0.023
thr85_all,826,0.85,673289.35,5029205.09,0.0169,0.8747,0.8578,455.29,0,Cambisols,1.038,185.1,1,87.7,1,-2.2789776989098502,0.08414153519499354,0.14052,0.05404,0.11358,0.01752,0.02551
thr85_all,827,0.85,690155.13,5029101.28,0.0488,0.8816,0.8629,2425.88,0,Cambisols,-0.617,95.2,3,83.6,1,-4.055452488161716,0.235803667318745,0.18018,-0.01902,0.11528,0.04314,0.03479
thr85_all,828,0.85,626085.5,5029122.5,0.0156,0.8935,0.8728,45.0,1,Cambisols,7.502,207.9,1,175.6,0,-0.08051050211709827,-1.0562219537001285,0.06957,0.15361,0.13273,-1e-05,-0.00874
thr85_all,829,0.85,632757.5,5029126.25,0.025,0.921,0.8904,6635.25,0,Cambisols,10.192,249.6,1,175.1,0,0.15613720607181178,-0.793600269902207,0.07897,0.21719,0.12055,0.00668,-0.00113
thr85_all,830,0.85,689611.72,5029098.05,0.04,0.8844,0.8644,2171.14,0,Cambisols,-0.638,89.6,3,83.9,1,-4.017350106954354,0.17200340924189017,0.18224,-0.01858,0.11319,0.04237,0.03171
thr85_all,831,0.85,690349.02,5028885.94,0.08,0.9218,0.8843,2369.74,0,Cambisols,0.974,201.0,3,86.6,1,-3.0671726631026344,0.2632941395643118,0.14855,0.05907,0.10566,0.04948,0.03328
thr85_all,832,0.85,689275.0,5028982.81,0.01,0.8953,0.8793,1959.65,0,Cambisols,0.983,227.6,3,87.5,1,-2.9595384486519554,0.20689632113758588,0.14733,0.06142,0.10099,0.04989,0.02935
thr85_all,833,0.85,689601.39,5028959.03,0.0225,0.9147,0.8819,2038.38,0,Cambisols,0.775,204.6,3,86.3,1,-2.8986726009656554,0.4248979720801721,0.14147,0.06789,0.10577,0.04752,0.03853
thr85_all,834,0.85,673921.71,5028925.66,0.0119,0.8732,0.8598,1140.49,0,Cambisols,0.951,147.2,1,88.4,1,-2.36190566223463,-0.25838962782808494,0.13685,0.05849,0.12949,0.01877,0.02073
thr85_all,835,0.85,691377.18,5028878.77,0.0788,0.9245,0.8822,3129.74,0,Cambisols,0.923,184.1,3,88.4,1,-2.778727409693632,-0.22805058404325185,0.13849,0.06422,0.10818,0.04925,0.01691
thr85_all,836,0.85,632167.5,5028905.0,0.0125,0.8918,0.8715,6050.11,0,Cambisols,8.605,169.5,1,178.5,0,0.1739360994790286,-1.2773425892541193,0.07728,0.19348,0.12628,0.00226,-0.01694
thr85_all,837,0.85,691832.91,5028861.48,0.0306,0.9181,0.8891,3002.24,0,Cambisols,0.858,159.9,3,88.8,1,-2.735429653206678,0.01519978295637945,0.1398,0.07289,0.10609,0.04761,0.02459
thr85_all,838,0.85,673062.5,5028837.5,0.0131,0.8872,0.8728,509.46,0,Cambisols,0.758,125.4,1,87.0,1,-2.354144516890435,0.38678922999858284,0.13171,0.06479,0.12481,0.01902,0.04094
thr85_all,839,0.85,674385.1,5028775.0,0.0325,0.8833,0.8638,1627.7,0,Cambisols,1.185,155.2,1,89.0,1,-2.36346930020169,-0.27826911424909423,0.13883,0.05915,0.13107,0.01705,0.02065
thr85_all,840,0.85,626266.85,5028628.8,0.0144,0.9025,0.8699,539.34,0,Cambisols,7.164,280.0,1,173.5,0,-0.250720586973715,-0.5353983866300719,0.06912,0.14804,0.13017,0.00146,0.00812
thr85_all,841,0.85,672512.5,5028668.38,0.0106,0.8789,0.864,710.91,0,Cambisols,0.973,161.5,1,89.1,1,-2.16626299109771,0.09040036074147804,0.13579,0.0603,0.11227,0.01829,0.02519
thr85_all,842,0.85,692301.14,5028585.23,0.0138,0.9056,0.8861,2481.89,0,Cambisols,0.871,201.6,3,89.1,1,-2.8158043408596787,-0.018413254339770688,0.14171,0.06737,0.10768,0.04761,0.02404
thr85_all,843,0.85,665337.82,5028388.15,0.0481,0.9174,0.8927,2923.9,0,Luvisols,6.298,738.4,1,108.4,4,0.5793350674957471,1.8763626233406678,0.07579,0.22582,0.03657,0.01422,0.0556
thr85_all,844,0.85,664821.28,5028529.39,0.0231,0.9471,0.9146,2702.39,0,Luvisols,6.171,276.9,1,104.4,4,0.34124849951465924,0.8688904464966052,0.06884,0.22312,0.07296,0.01706,0.03653
thr85_all,845,0.85,673085.36,5028528.93,0.0219,0.8809,0.8634,805.73,0,Cambisols,1.28,164.9,1,88.9,1,-2.1702184356737626,-0.28757907120643633,0.13921,0.05826,0.11852,0.01621,0.01471
thr85_all,846,0.85,558286.51,5028158.65,0.1581,0.915,0.9054,10872.82,0,Cambisols,19.705,219.2,1,453.3,0,0.32288960936408573,-1.48689141086804,0.07068,0.22698,0.12812,0.01094,-0.02138
thr85_all,847,0.85,674641.85,5028447.28,0.0144,0.8784,0.8591,1989.17,0,Cambisols,1.172,178.9,1,88.6,1,-2.103869651045226,-0.25953054972702555,0.13435,0.06183,0.1192,0.01678,0.01588
thr85_all,848,0.85,691870.83,5028538.69,0.0131,0.9194,0.9001,2751.51,0,Cambisols,1.223,146.3,3,88.6,1,-3.2741051452742984,-0.42487756904839835,0.14661,0.05555,0.13078,0.05087,0.02041
thr85_all,849,0.85,692622.5,5028472.5,0.0344,0.899,0.8778,2192.82,0,Cambisols,1.233,238.0,3,88.7,1,-2.965960786375033,-0.17888017036635362,0.14426,0.06302,0.10484,0.05455,0.01819
thr85_all,850,0.85,558875.18,5028325.74,0.085,0.915,0.9002,10703.74,0,Cambisols,15.813,260.1,1,472.1,0,0.3987625977713641,-1.2262566027252988,0.07115,0.22837,0.11667,0.01187,-0.01717
thr85_all,851,0.85,559275.83,5028303.33,0.0375,0.8664,0.8623,10487.5,0,Cambisols,22.783,625.3,1,523.2,2,1.4582127634350566,-0.6737723105531243,0.06249,0.25462,0.05969,0.00888,-0.02299
thr85_all,852,0.85,557698.68,5028223.07,0.0769,0.915,0.9044,11259.72,0,Cambisols,18.238,207.3,1,432.7,0,0.38282009744969403,-1.6128010053203587,0.07285,0.22639,0.1256,0.00986,-0.02687
thr85_all,853,0.85,692635.58,5028329.81,0.0163,0.8772,0.8651,2071.63,0,Cambisols,-1.125,95.5,3,83.6,1,-3.925571304788536,0.12821245820364352,0.1747,-0.02916,0.12042,0.0364,0.03168
thr85_all,854,0.85,556842.62,5027834.01,0.1344,0.915,0.8955,11481.32,0,Cambisols,14.32,277.5,1,416.4,0,0.4255871166626171,-1.3246628706123453,0.06846,0.23019,0.12139,0.01121,-0.0187
thr85_all,855,0.85,632573.79,5027915.73,0.0194,0.8781,0.8621,6568.21,0,Luvisols,15.634,274.2,1,221.3,2,1.7802479075678437,-1.74462369231877,0.04141,0.26886,0.08583,0.00898,-0.04938
thr85_all,856,0.85,557553.12,5027619.85,0.085,0.915,0.9001,10865.46,0,Cambisols,18.637,279.5,1,451.4,0,0.3887117956776175,-1.2384736123923115,0.06908,0.228,0.12024,0.01146,-0.01623
thr85_all,857,0.85,559157.95,5027643.75,0.0275,0.8664,0.8625,9972.79,0,Cambisols,15.89,628.6,1,523.8,2,1.4582127634350566,-0.6737723105531243,0.06249,0.25462,0.05969,0.00888,-0.02299
thr85_all,858,0.85,631886.31,5027544.64,0.0131,0.9129,0.8853,5982.97,0,Cambisols,8.76,309.5,1,175.9,0,0.20003758335665783,-0.5127490386283976,0.0715,0.2014,0.11201,0.00706,0.00384
thr85_all,859,0.85,558193.01,5027466.91,0.0425,0.915,0.898,10357.31,0,Cambisols,14.118,286.4,1,454.0,0,0.3996930949581372,-1.1350933303435393,0.06904,0.22832,0.11737,0.01169,-0.01387
thr85_all,860,0.85,584517.26,5027533.93,0.0131,0.8846,0.8663,4699.75,0,Luvisols,9.42,263.9,1,243.0,2,1.4554146964970094,-0.7174834055175635,0.03704,0.24349,0.07938,0.01038,-0.0177
thr85_all,861,0.85,644065.09,5027234.05,0.0544,0.9188,0.8742,2928.85,0,Cambisols,2.223,275.2,1,116.3,1,-1.853051879514388,1.0260616887861886,0.12309,0.08252,0.10817,0.01146,0.05485
thr85_all,862,0.85,682912.5,5027450.0,0.01,0.8748,0.8661,2878.43,0,Cambisols,0.979,137.4,2,87.1,1,-2.570156823942525,0.2735788688788903,0.13373,0.05443,0.12261,0.02641,0.03681
thr85_all,863,0.85,682428.63,5027408.47,0.0194,0.877,0.8636,2738.86,0,Cambisols,1.239,128.5,2,87.8,1,-2.6687806646487875,-0.09763218900426426,0.13513,0.05063,0.12838,0.02925,0.02683
thr85_all,864,0.85,557703.04,5027276.01,0.0231,0.8632,0.8606,10503.04,0,Cambisols,17.93,590.8,1,521.6,2,1.5461957967233395,-0.6417918738673047,0.05856,0.25477,0.05624,0.00945,-0.02356
thr85_all,865,0.85,665076.97,5027365.13,0.0119,0.9253,0.8979,2081.67,0,Luvisols,6.183,339.5,1,106.7,4,0.6041619225672896,1.0980719508058718,0.07288,0.21393,0.03965,0.01854,0.02999
thr85_all,866,0.85,695231.62,5027355.15,0.0106,0.8947,0.8756,455.93,0,Gleysols,6.321,170.3,3,92.5,4,0.7545018816514129,1.329616873393373,-0.02624,0.20869,0.10418,0.0313,0.06152
thr85_all,867,0.85,688664.5,5027274.5,0.0156,0.8756,0.8626,194.96,0,Cambisols,1.055,135.7,2,87.5,1,-2.6172743131317033,0.21399930793528632,0.13452,0.04841,0.12524,0.02525,0.03557
thr85_all,868,0.85,556824.85,5027138.09,0.0531,0.9249,0.9099,10972.4,0,Cambisols,12.398,214.2,1,374.3,0,0.3674591987053287,-1.3552986328952288,0.07379,0.22892,0.12214,0.00982,-0.01933
thr85_all,869,0.85,682849.66,5027219.26,0.0231,0.8756,0.862,2639.34,0,Cambisols,-1.208,84.4,2,82.9,1,-3.8627123637319505,0.35028325126541965,0.16433,-0.01365,0.1296,0.03663,0.04333
thr85_all,870,0.85,695580.56,5027123.61,0.0338,0.9163,0.8802,496.88,0,Cambisols,2.197,175.2,3,89.1,1,-2.7496553498435437,-0.161370946084867,0.14553,0.07619,0.10967,0.04537,0.02023
thr85_all,871,0.85,557381.06,5027031.83,0.0606,0.915,0.897,10521.96,0,Cambisols,15.578,286.9,1,450.5,0,0.40364475699802355,-1.1320478646524657,0.06906,0.22856,0.1171,0.01171,-0.01387
thr85_all,872,0.85,657915.13,5027184.87,0.0119,0.8754,0.8604,2261.92,0,Cambisols,1.05,185.0,1,102.0,1,-2.1545402345144224,-0.5497709809301676,0.1296,0.06724,0.13246,0.01865,0.0118
thr85_all,873,0.85,682347.5,5027080.0,0.0125,0.8698,0.8613,2403.31,0,Cambisols,-1.338,61.4,2,83.1,1,-4.010544546790851,0.4135511724086075,0.176,-0.00835,0.12245,0.04058,0.04386
thr85_all,874,0.85,688411.41,5027153.8,0.0144,0.8743,0.8607,299.55,0,Cambisols,-1.346,73.3,2,83.1,1,-3.8993003822949346,0.33641392362079275,0.16484,-0.00665,0.1347,0.03689,0.04541
thr85_all,875,0.85,658697.32,5027106.25,0.035,0.8826,0.868,2506.01,0,Cambisols,1.42,192.4,1,101.0,1,-2.0253837370041086,-0.5853284241629836,0.12792,0.08111,0.13342,0.01808,0.01132
thr85_all,876,0.85,648570.83,5027050.38,0.0206,0.8905,0.8636,2437.18,0,Cambisols,2.055,278.0,1,108.9,1,-1.7329313643017168,0.8785618975198809,0.12061,0.08617,0.10574,0.01218,0.04876
thr85_all,877,0.85,688109.38,5027025.0,0.01,0.8796,0.866,596.02,0,Cambisols,1.056,144.0,2,87.3,1,-2.591613443314202,0.11462710800195167,0.13469,0.04654,0.12399,0.02542,0.03155
thr85_all,878,0.85,624278.68,5026986.03,0.0106,0.8903,0.8651,1981.41,0,Cambisols,6.974,278.1,1,174.2,0,-0.25704639280073316,-0.5320407825771584,0.07092,0.15368,0.13061,0.00189,0.00881
thr85_all,879,0.85,682077.08,5026710.0,0.0375,0.879,0.8658,2020.15,0,Cambisols,1.144,138.9,2,87.4,1,-2.5315201452317355,-0.020352400025313883,0.13195,0.05182,0.12459,0.02729,0.02742
thr85_all,880,0.85,695954.0,5026794.75,0.0625,0.9215,0.8906,830.27,0,Cambisols,2.938,160.5,3,87.4,1,-2.7549142101571875,-0.01853463426695931,0.14193,0.0744,0.10957,0.04579,0.02489
thr85_all,881,0.85,683593.45,5026939.88,0.0131,0.8758,0.8639,2702.95,0,Cambisols,1.158,131.1,2,87.6,1,-2.5233321241939395,0.06744444583816908,0.12881,0.05296,0.12633,0.0272,0.03105
thr85_all,882,0.85,688820.31,5026948.44,0.02,0.8762,0.8596,128.79,0,Cambisols,-1.254,116.9,2,82.0,1,-3.933273206593267,0.049800037141635,0.16797,-0.01882,0.13895,0.03355,0.03665
thr85_all,883,0.85,561700.0,5026882.03,0.02,0.8664,0.8627,8211.5,0,Cambisols,19.81,629.3,1,557.3,2,1.468393362169508,-0.6897467371730615,0.06241,0.25524,0.05971,0.00885,-0.02352
thr85_all,884,0.85,659081.67,5026885.0,0.0187,0.8902,0.8701,2864.6,0,Cambisols,1.665,196.0,1,101.3,1,-2.092721379903558,-0.511279368662578,0.12926,0.07857,0.13666,0.01653,0.01508
thr85_all,885,0.85,688391.91,5026874.26,0.0106,0.8651,0.8571,374.4,0,Cambisols,-1.111,111.3,2,82.0,1,-4.124163750113933,-0.15557396508011515,0.17732,-0.02696,0.14252,0.03348,0.03139
thr85_all,886,0.85,687983.33,5026787.5,0.0112,0.8807,0.8675,777.65,0,Cambisols,0.975,142.1,2,87.4,1,-2.5639374665950365,0.23505858700383753,0.13363,0.05095,0.12109,0.02658,0.0347
thr85_all,887,0.85,683880.36,5026844.64,0.0175,0.8732,0.8626,2797.9,0,Cambisols,1.287,130.3,2,87.9,1,-2.6154761666430306,-0.05569000459411884,0.13656,0.05333,0.12684,0.02736,0.02754
thr85_all,888,0.85,560466.67,5026746.67,0.0187,0.8664,0.8617,8556.72,0,Cambisols,20.055,612.3,1,606.6,2,1.5018730898462198,-0.6630316317812418,0.05989,0.25518,0.05936,0.00893,-0.0229
thr85_all,889,0.85,625036.64,5026707.33,0.0181,0.9085,0.8774,2256.3,0,Cambisols,8.742,204.0,1,177.6,0,0.08080145985096295,-1.1746208928348296,0.07786,0.1903,0.12718,0.00317,-0.01295
thr85_all,890,0.85,683556.62,5026681.62,0.0319,0.8756,0.863,2470.12,0,Cambisols,-1.361,92.7,2,83.1,1,-3.748799968919076,0.49452698728831296,0.16295,-0.00722,0.126,0.03513,0.04669
thr85_all,891,0.85,688055.07,5026423.99,0.0462,0.8814,0.8604,924.06,0,Cambisols,-1.269,95.0,2,82.6,1,-3.682132226063871,0.2588505077413342,0.15995,-0.00717,0.12895,0.03512,0.03964
thr85_all,892,0.85,689603.41,5026605.68,0.0206,0.8712,0.8591,916.12,0,Cambisols,-1.071,122.4,2,82.1,1,-3.968426789871767,-0.26460355900135046,0.1729,-0.02881,0.13872,0.03277,0.02551
thr85_all,893,0.85,585361.03,5026634.56,0.0213,0.8706,0.8616,5704.3,0,Luvisols,13.135,305.5,2,239.3,2,1.7882215182114902,-0.6578270972552568,0.03802,0.26993,0.07599,0.00479,-0.01684
thr85_all,894,0.85,657873.86,5026632.95,0.0275,0.8774,0.8626,2811.7,0,Cambisols,1.423,182.3,1,103.5,1,-2.044506091884553,-0.5092036336213189,0.12828,0.07748,0.13614,0.01512,0.01463
thr85_all,895,0.85,684372.12,5026647.12,0.0163,0.8846,0.8652,2852.61,0,Cambisols,1.295,132.8,2,87.3,1,-2.5827569396492214,-0.08617785406246994,0.13546,0.05107,0.12608,0.02685,0.02593
thr85_all,896,0.85,688321.67,5026487.92,0.0375,0.8765,0.8637,706.77,0,Cambisols,1.424,138.5,2,85.9,1,-2.6736552407147594,0.097581479681005,0.13652,0.04984,0.12489,0.02827,0.03198
thr85_all,897,0.85,691896.48,5026715.23,0.04,0.8728,0.8604,2029.46,0,Cambisols,-1.177,112.9,2,83.4,1,-4.0881949041128305,0.16639411299580387,0.16687,-0.02724,0.14303,0.03452,0.04222
thr85_all,898,0.85,693875.96,5026703.85,0.0163,0.9052,0.8838,50.25,1,Luvisols,7.811,1046.2,2,99.3,4,1.1835771062017193,1.9318406726462052,0.08366,0.25706,-0.01844,0.02563,0.03664
thr85_all,899,0.85,561436.18,5026586.18,0.0238,0.915,0.9019,8020.8,0,Cambisols,14.633,256.1,1,478.5,0,0.4717118500543308,-1.1214267273761651,0.06877,0.22582,0.11163,0.01147,-0.01605
thr85_all,900,0.85,561017.99,5026566.16,0.0256,0.915,0.9046,8159.98,0,Cambisols,15.423,216.8,1,481.0,0,0.3374736453214249,-1.4378407103606379,0.07284,0.22462,0.12423,0.01011,-0.02145
thr85_all,901,0.85,557194.85,5026602.21,0.0106,0.925,0.8909,10328.21,0,Cambisols,10.831,319.0,1,373.1,0,0.4423055770502829,-1.1025551009988197,0.07041,0.23121,0.11365,0.01176,-0.01417
thr85_all,902,0.85,577996.15,5026572.12,0.0325,0.8736,0.8661,2421.72,0,Cambisols,12.777,625.4,1,305.1,2,1.459764863727595,-0.42557213830558094,0.06345,0.25789,0.05583,0.00868,-0.01594
thr85_all,903,0.85,557552.34,5026531.25,0.02,0.8664,0.8598,10033.62,0,Cambisols,19.154,643.1,1,442.1,2,1.5351750644140714,-0.7909534768351855,0.0614,0.2561,0.05911,0.00845,-0.02737
thr85_all,904,0.85,684171.2,5026495.47,0.0431,0.8756,0.8609,2751.04,0,Cambisols,-1.263,78.8,2,83.1,1,-3.877167315467191,0.33515032789390753,0.16384,-0.00827,0.13399,0.03658,0.04489
thr85_all,905,0.85,560583.81,5026407.95,0.055,0.915,0.8995,8201.41,0,Cambisols,15.301,259.6,1,508.9,0,0.43033377707618925,-1.2725356241281183,0.07092,0.23027,0.11667,0.01176,-0.01873
thr85_all,906,0.85,696289.91,5026408.58,0.0519,0.917,0.8915,460.98,0,Cambisols,1.856,158.7,3,87.1,1,-3.223475458054496,-0.2186515588907409,0.15225,0.05619,0.11541,0.05238,0.0214
thr85_all,907,0.85,561993.95,5026394.76,0.0194,0.8664,0.8615,7657.61,0,Cambisols,18.195,611.4,1,558.5,2,1.5018730898462198,-0.6630316317812418,0.05989,0.25518,0.05936,0.00893,-0.0229
thr85_all,908,0.85,559893.42,5026388.16,0.0238,0.8664,0.8618,8517.72,0,Cambisols,21.437,625.8,1,598.3,2,1.468393362169508,-0.6897467371730615,0.06241,0.25524,0.05971,0.00885,-0.02352
thr85_all,909,0.85,561695.5,5026389.5,0.0156,0.915,0.8923,7746.92,0,Cambisols,19.06,314.4,1,503.0,0,0.45200576200028697,-1.0745204145634308,0.06985,0.23391,0.11343,0.01229,-0.01316
thr85_all,910,0.85,689780.6,5026337.5,0.0181,0.8693,0.8564,827.46,0,Cambisols,-0.997,83.8,2,82.2,1,-3.8146274589566427,-0.0779704710246723,0.17541,-0.01351,0.12612,0.03465,0.02743
thr85_all,911,0.85,684640.62,5026257.29,0.015,0.8814,0.8636,2387.56,0,Cambisols,-1.207,85.4,2,83.2,1,-3.840678460987998,0.3657578254695662,0.16571,-0.01368,0.12731,0.03605,0.04287
thr85_all,912,0.85,660609.2,5026119.58,0.0331,0.8973,0.8717,2681.96,0,Cambisols,1.792,203.3,1,102.1,1,-2.061749593969238,-0.5987727762977756,0.12795,0.07236,0.13778,0.01461,0.01197
thr85_all,913,0.85,560139.13,5026086.96,0.0575,0.915,0.9023,8133.2,0,Cambisols,24.032,239.6,1,507.4,0,0.42520988468243287,-1.405996296700504,0.06914,0.22797,0.12226,0.01056,-0.02126
thr85_all,914,0.85,559538.54,5026141.67,0.015,0.8664,0.8613,8500.04,0,Cambisols,13.903,621.5,1,610.6,2,1.4660702377259083,-0.6907041094180132,0.06245,0.25512,0.05979,0.00885,-0.02352
thr85_all,915,0.85,672355.56,5026130.56,0.0112,0.883,0.8656,3038.18,0,Cambisols,0.861,143.5,1,89.5,1,-2.3036498683771383,0.021032554833870478,0.13383,0.06947,0.13021,0.01777,0.03079
thr85_all,916,0.85,681960.94,5026100.39,0.04,0.8825,0.8652,1416.87,0,Cambisols,0.931,144.0,2,86.6,1,-2.503533217870674,0.34601067561491466,0.13137,0.05476,0.11883,0.02668,0.03756
thr85_all,917,0.85,561104.5,5026040.0,0.0312,0.915,0.9015,7644.2,0,Cambisols,15.197,260.1,1,494.1,0,0.3987625977713641,-1.2262566027252988,0.07115,0.22837,0.11667,0.01187,-0.01717
thr85_all,918,0.85,681370.11,5026079.89,0.0144,0.877,0.8656,1567.88,0,Cambisols,1.127,130.3,2,87.1,1,-2.5569801109193606,0.08200965707600373,0.12981,0.05049,0.12618,0.0272,0.03146
thr85_all,919,0.85,688348.21,5025995.54,0.0175,0.883,0.8647,1144.0,0,Cambisols,1.106,134.5,2,86.2,1,-2.63232782937003,0.2785319229330164,0.12812,0.04313,0.12614,0.02712,0.03785
thr85_all,920,0.85,561450.32,5026047.12,0.0244,0.915,0.8966,7513.81,0,Cambisols,20.553,300.8,1,521.5,0,0.4193715657609751,-1.1072948891979488,0.06864,0.23195,0.11644,0.0124,-0.01311
thr85_all,921,0.85,696658.98,5025908.2,0.04,0.9384,0.9008,165.44,1,Luvisols,7.27,268.7,3,104.3,4,0.7084613861714505,0.630960993574547,0.04649,0.23828,0.06944,0.02489,0.02697
thr85_all,922,0.85,680873.5,5025923.5,0.0156,0.8846,0.8651,1736.41,0,Cambisols,0.841,143.1,2,85.9,1,-2.438001291955515,0.4183753621152845,0.1275,0.06334,0.12056,0.02695,0.04093
thr85_all,923,0.85,559785.0,5025873.75,0.025,0.915,0.8987,8140.4,0,Cambisols,13.255,265.5,1,500.0,0,0.4082302036063368,-1.2277424840207167,0.07111,0.22847,0.11716,0.01125,-0.01709
thr85_all,924,0.85,674571.25,5025938.75,0.0125,0.8725,0.8622,2226.13,0,Cambisols,1.399,180.5,2,89.9,1,-2.079994446305094,0.0032995466800536484,0.12574,0.07591,0.10948,0.02809,0.02223
