source,cluster_id,threshold,centroid_x,centroid_y,area_km2,prob_max,prob_mean,dist_to_known_m,n_known_inside,val_vtt_r100,val_rel_vis,val_dist_rijeka,val_strahler,val_aps_vis,attr_type,pc1,pc2,shap_vtt_r100,shap_rel_vis_100_250,shap_dist_rijeka_korig,shap_strahler,shap_aps_vis
thr85_all,1,0.85,557748.75,5098390.62,0.025,0.9425,0.8828,22108.03,0,Luvisols,5.626,256.4,1,123.6,4,0.8419421960044504,0.8285897604890978,0.04227,0.19579,0.07138,0.00654,0.03032
thr85_all,2,0.85,558707.81,5096553.12,0.01,0.8978,0.8876,20046.33,0,Cambisols,0.79,179.5,3,109.5,1,-2.399666401222856,0.07648473418274815,0.12195,0.07332,0.12597,0.03224,0.03221
thr85_all,3,0.85,557065.44,5096402.21,0.0106,0.903,0.8803,20564.9,0,Luvisols,6.313,300.3,3,125.2,4,0.17016948244652338,0.988401691025899,0.04136,0.20315,0.07644,0.03229,0.04178
thr85_all,4,0.85,556690.28,5096206.94,0.0112,0.9275,0.9052,20556.52,0,Luvisols,7.271,245.5,3,125.1,4,0.29767919580502106,1.00458493925391,0.03463,0.2202,0.08364,0.0315,0.04559
thr85_all,5,0.85,557438.43,5095569.91,0.0338,0.9313,0.9006,19653.23,0,Luvisols,7.22,244.3,3,125.6,4,0.26477373890667893,0.9854126809801004,0.03586,0.21807,0.08374,0.03165,0.04499
thr85_all,6,0.85,582397.31,5089403.96,0.0494,0.9481,0.8875,12729.51,0,Cambisols,7.187,141.4,6,117.2,3,1.232622617690765,2.073149530872358,0.0805,0.22111,0.10189,-0.05895,0.08118
thr85_all,7,0.85,583044.5,5089203.5,0.0156,0.9256,0.8912,12464.42,0,Cambisols,6.149,128.3,6,113.0,3,1.2023371420951194,1.9010119950045676,0.0885,0.19789,0.10082,-0.0667,0.07335
thr85_all,8,0.85,580716.2,5089154.17,0.0338,0.9345,0.893,12806.62,0,Cambisols,5.898,143.0,6,114.0,3,1.0129794542170714,1.9083784607499743,0.09413,0.20553,0.10999,-0.06581,0.07838
thr85_all,9,0.85,579528.12,5089114.06,0.01,0.9208,0.8961,13123.77,0,Cambisols,6.071,241.5,6,110.1,3,1.3787364820925474,2.164210089496965,0.08951,0.21634,0.09057,-0.06621,0.07878
thr85_all,10,0.85,582682.74,5088904.17,0.0131,0.8789,0.8619,12199.74,0,Cambisols,1.007,173.2,1,102.4,1,-2.0784175924714603,-0.5036638203664582,0.12902,0.06737,0.128,0.01806,0.01133
thr85_all,11,0.85,583537.67,5088263.0,0.0938,0.9546,0.8898,11496.54,0,Cambisols,3.11,203.1,1,109.9,1,-2.0368922784424184,0.7279249031685101,0.1147,0.09332,0.13625,0.01381,0.05702
thr85_all,12,0.85,564013.52,5084810.46,0.0306,0.8727,0.8615,7208.7,0,Luvisols,8.13,831.0,1,133.1,4,1.4229554544695118,1.2694589509309324,0.052,0.24294,0.03548,0.00637,0.03219
thr85_all,13,0.85,564178.12,5084242.19,0.01,0.8673,0.8578,6617.07,0,Luvisols,6.801,922.7,2,133.9,4,1.0950754583423026,1.6842447786788963,0.07491,0.2298,-0.00187,0.01984,0.03298
thr85_all,14,0.85,671855.36,5084096.43,0.0175,0.8734,0.8558,9218.59,0,Cambisols,-0.153,118.4,3,83.0,1,-4.277595526560257,0.21441155313113083,0.16963,-0.03878,0.11762,0.05222,0.03491
thr85_all,15,0.85,671622.18,5083691.8,0.0581,0.9217,0.8767,8876.37,0,Cambisols,0.258,120.6,3,84.8,1,-4.2197327492644705,0.6800480181364098,0.16147,-0.02516,0.12489,0.04915,0.05377
thr85_all,16,0.85,671878.57,5083663.39,0.035,0.8799,0.8632,8790.36,0,Cambisols,-0.476,101.6,3,83.2,1,-4.542237110474695,0.042367812217853885,0.18012,-0.02812,0.13667,0.0501,0.03807
thr85_all,17,0.85,671900.0,5083339.67,0.0288,0.9109,0.8802,8469.7,0,Cambisols,0.906,192.5,3,88.4,1,-2.8201485511851647,-0.2240151874011063,0.14002,0.06493,0.10962,0.0493,0.01781
thr85_all,18,0.85,671343.75,5083273.12,0.025,0.9099,0.8783,8545.17,0,Cambisols,0.959,215.7,3,89.1,1,-2.8237185384323977,0.02092070116813047,0.14454,0.06292,0.10229,0.04772,0.02307
thr85_all,19,0.85,671099.04,5083044.55,0.0244,0.9172,0.8902,8400.49,0,Cambisols,0.867,177.6,3,89.3,1,-2.7331452001477357,0.07305417529684369,0.13828,0.07092,0.1065,0.04701,0.02652
thr85_all,20,0.85,671427.98,5082698.21,0.0131,0.9129,0.8842,7970.34,0,Cambisols,0.861,155.8,3,87.6,1,-2.9531366613337178,0.06780538133560758,0.14674,0.06973,0.11132,0.04767,0.02903
thr85_all,21,0.85,671334.05,5082429.74,0.0181,0.8651,0.8573,7742.94,0,Cambisols,-1.008,93.9,3,85.2,1,-3.8963335098883176,0.6244530201255032,0.16285,-0.02643,0.11087,0.04357,0.04499
thr85_all,22,0.85,671666.35,5082447.12,0.0163,0.9131,0.892,7662.02,0,Cambisols,0.99,149.5,3,88.6,1,-3.2598928496751713,-0.19342909406384787,0.14864,0.0594,0.1264,0.05014,0.02667
thr85_all,23,0.85,682250.97,5082014.96,0.1206,0.9599,0.8983,7514.99,0,Cambisols,11.206,576.6,7,145.0,4,1.5823244221958785,1.7411074188001636,0.07681,0.27138,0.03431,-0.01235,0.04807
thr85_all,24,0.85,580820.83,5082112.5,0.0112,0.9186,0.8938,6212.03,0,Luvisols,5.976,325.2,2,119.1,4,0.3391674136027319,1.5712504446349316,0.05467,0.20898,0.06322,0.02,0.05554
thr85_all,25,0.85,681867.11,5081851.97,0.0238,0.8809,0.8595,7189.11,0,Luvisols,10.653,970.9,7,147.6,3,3.896142846824727,2.520462852988104,0.03689,0.33804,-0.02155,-0.03972,0.04679
thr85_all,26,0.85,563595.08,5081722.35,0.0206,0.8833,0.8718,4534.12,0,Cambisols,0.783,178.3,2,120.7,1,-2.032244893002059,0.31637641142172984,0.11373,0.0704,0.13114,0.01545,0.03986
thr85_all,27,0.85,572177.74,5081692.38,0.0256,0.9215,0.8934,7252.19,0,Cambisols,1.998,202.6,1,115.0,1,-2.1639578980960765,0.7189988833417889,0.12771,0.08708,0.13578,0.00956,0.05652
thr85_all,28,0.85,682398.91,5081652.72,0.0288,0.9239,0.8835,7278.43,0,Luvisols,6.791,448.2,7,144.8,3,2.7389632073510994,2.45746427239297,0.02961,0.28723,0.03279,-0.03355,0.0669
thr85_all,29,0.85,672835.58,5081559.62,0.0163,0.9209,0.8898,6548.39,0,Cambisols,0.811,190.0,3,88.5,1,-2.822851265527781,0.007632118019083719,0.14066,0.07293,0.10944,0.04878,0.02601
thr85_all,30,0.85,568392.68,5080988.11,0.0513,0.9133,0.8846,3916.08,0,Cambisols,1.558,210.5,1,118.3,1,-2.2425034908334873,0.7164572537444353,0.1281,0.07781,0.13243,0.01201,0.05498
thr85_all,31,0.85,673953.43,5080968.61,0.0844,0.9166,0.8891,5894.84,0,Cambisols,1.178,182.4,3,88.3,1,-2.82274066313423,-0.38386509219907156,0.13633,0.06707,0.11279,0.05221,0.01391
thr85_all,32,0.85,563306.58,5080984.87,0.0238,0.8935,0.8734,4112.62,0,Cambisols,1.082,214.8,2,122.9,1,-2.2223893135975725,0.29519077698813107,0.12192,0.06452,0.13316,0.01558,0.04033
thr85_all,33,0.85,673417.63,5080888.14,0.0244,0.8784,0.8607,5821.35,0,Cambisols,-0.998,81.5,3,84.3,1,-4.158190314367031,0.6200660877355977,0.16902,-0.02217,0.12059,0.04598,0.04997
thr85_all,34,0.85,570313.31,5080877.02,0.0194,0.8881,0.8652,5245.18,0,Cambisols,1.179,270.9,1,115.4,1,-1.9247504872749306,0.9843449732462468,0.11893,0.07043,0.10619,0.01529,0.05235
thr85_all,35,0.85,673695.83,5080817.71,0.015,0.8755,0.8586,5741.16,0,Cambisols,-1.044,86.1,3,84.7,1,-4.170307598399402,0.6606685952586576,0.17067,-0.02579,0.11994,0.04436,0.05084
thr85_all,36,0.85,569722.28,5080767.93,0.0144,0.8964,0.8842,4704.18,0,Cambisols,0.934,160.3,1,114.9,1,-2.184550776354417,0.6468901198028315,0.1234,0.07027,0.12755,0.01414,0.05015
thr85_all,37,0.85,673596.51,5080654.62,0.0694,0.9088,0.8778,5580.12,0,Cambisols,1.025,217.5,3,88.4,1,-2.953745592493015,-0.13031456814960649,0.14537,0.05882,0.10373,0.05228,0.01899
thr85_all,38,0.85,674749.17,5080617.22,0.0563,0.9214,0.8866,5627.77,0,Cambisols,0.953,178.9,3,88.1,1,-2.9337943218138647,0.013690546752519848,0.14609,0.06173,0.10648,0.04854,0.02482
thr85_all,39,0.85,571006.94,5080650.0,0.0112,0.8922,0.8801,5714.85,0,Cambisols,0.784,166.8,1,113.2,1,-2.114871836368787,0.6944081231401401,0.11875,0.07327,0.12492,0.01606,0.05072
thr85_all,40,0.85,567826.56,5080545.31,0.01,0.8906,0.8832,3225.02,0,Cambisols,0.822,188.5,1,115.0,1,-2.1494401344221115,0.5401091726454806,0.12356,0.07423,0.12739,0.015,0.04666
thr85_all,41,0.85,570751.97,5080457.24,0.0119,0.8918,0.8801,5398.61,0,Cambisols,0.929,150.5,1,113.4,1,-2.2756549015822305,0.46179829612308837,0.12128,0.06729,0.13782,0.01429,0.04802
thr85_all,42,0.85,673938.36,5080282.33,0.0362,0.915,0.8841,5208.43,0,Cambisols,0.934,178.9,3,88.5,1,-2.853144755741762,-0.08424902406204789,0.14018,0.06386,0.10829,0.0495,0.02206
thr85_all,43,0.85,674331.44,5080326.89,0.0206,0.8743,0.8609,5280.89,0,Cambisols,-1.147,90.7,3,84.2,1,-3.946411680871238,0.34068911857186696,0.17162,-0.0332,0.11827,0.03696,0.03782
thr85_all,44,0.85,674479.04,5080155.15,0.0425,0.9053,0.8766,5128.76,0,Cambisols,1.045,230.4,3,88.3,1,-2.9574103622068426,-0.15310927976554697,0.14487,0.06116,0.10321,0.05398,0.01826
thr85_all,45,0.85,675127.16,5080117.67,0.0181,0.8755,0.862,5222.65,0,Cambisols,-1.186,102.2,3,84.3,1,-4.382084887410961,0.3467631567864434,0.16711,-0.04189,0.13973,0.04241,0.04756
thr85_all,46,0.85,675283.78,5080102.93,0.0294,0.9053,0.8767,5251.68,0,Cambisols,1.479,246.9,3,88.9,1,-2.8721448026430765,-0.07673104339313261,0.14525,0.06829,0.09814,0.05442,0.01903
thr85_all,47,0.85,674718.21,5079705.36,0.0438,0.9158,0.8843,4726.42,0,Cambisols,1.162,197.9,3,88.7,1,-2.915710388397353,-0.16514428373593285,0.13719,0.0637,0.11458,0.05104,0.02203
thr85_all,48,0.85,675118.27,5079672.12,0.0325,0.9213,0.892,4791.5,0,Cambisols,0.979,145.3,3,86.8,1,-3.301674437769839,-0.015379256994288234,0.15227,0.05785,0.12329,0.04904,0.03149
thr85_all,49,0.85,675410.5,5079655.5,0.0156,0.9263,0.8883,4866.7,0,Cambisols,0.687,143.8,3,86.1,1,-3.029817501189884,0.4704008120868857,0.13632,0.0501,0.11945,0.04238,0.04441
thr85_all,50,0.85,572952.27,5079601.14,0.0138,0.8882,0.8731,6756.71,0,Cambisols,0.887,197.2,2,112.8,1,-2.085534248015717,0.6811111333082135,0.1126,0.07193,0.1283,0.01642,0.05135
thr85_all,51,0.85,573432.66,5079627.02,0.0194,0.8884,0.8754,7180.69,0,Cambisols,0.913,182.3,2,113.5,1,-2.070314418318059,0.6175221640415653,0.11344,0.07272,0.12787,0.01646,0.04905
thr85_all,52,0.85,669310.68,5079549.77,0.0344,0.899,0.8787,6174.33,0,Cambisols,1.249,188.4,1,92.3,1,-2.146787309246743,0.6851731156134557,0.11509,0.07637,0.12807,0.01876,0.05203
thr85_all,53,0.85,672334.38,5079540.62,0.01,0.8948,0.8756,4686.09,0,Cambisols,1.346,253.7,3,89.0,1,-2.5864567472464195,0.08172127035125923,0.13968,0.06363,0.08191,0.05273,0.01665
thr85_all,54,0.85,674855.52,5079449.13,0.0269,0.8784,0.8603,4507.17,0,Cambisols,-1.2,101.2,3,84.3,1,-4.371180058269624,0.34785153441776157,0.16684,-0.04034,0.13985,0.04248,0.0477
thr85_all,55,0.85,574233.59,5079482.81,0.02,0.8893,0.8758,7597.57,0,Cambisols,0.941,180.3,2,113.3,1,-2.0951365242322955,0.636655913029209,0.1134,0.07128,0.12839,0.01658,0.0499
thr85_all,56,0.85,575375.0,5079500.0,0.0238,0.8884,0.8761,6760.84,0,Cambisols,0.857,193.9,2,111.9,1,-2.0182779407146914,0.618644062850317,0.11364,0.07954,0.12696,0.01664,0.04898
thr85_all,57,0.85,572638.26,5079320.08,0.0206,0.9005,0.8862,6342.52,0,Cambisols,1.211,201.4,2,112.7,1,-2.182343876973935,0.6877079957677625,0.11643,0.07804,0.13352,0.01655,0.05435
thr85_all,58,0.85,676772.84,5079323.28,0.0362,0.9156,0.891,4251.43,0,Luvisols,7.307,504.2,1,117.6,4,1.127513625410207,2.2805931825332633,0.05833,0.237,0.02926,0.00539,0.06449
thr85_all,59,0.85,575056.25,5079245.83,0.03,0.902,0.8842,6817.18,0,Cambisols,1.19,191.4,2,111.8,1,-2.167502430157013,0.575813341273287,0.11689,0.07861,0.13338,0.01715,0.05055
thr85_all,60,0.85,675139.38,5079039.11,0.0581,0.9194,0.8864,4195.16,0,Cambisols,1.066,185.5,3,87.7,1,-3.076364461995818,0.03683438092548239,0.14627,0.05959,0.11009,0.05131,0.02751
thr85_all,61,0.85,675628.29,5079183.55,0.0119,0.8727,0.8619,4511.3,0,Cambisols,-1.058,102.2,3,84.3,1,-4.497698623266549,0.35107199870153105,0.17153,-0.03286,0.13874,0.04756,0.04859
thr85_all,62,0.85,669150.0,5079112.5,0.045,0.8984,0.8777,5909.38,0,Cambisols,1.421,192.4,1,91.5,1,-2.0849895718938916,0.5779807317282746,0.11651,0.08346,0.12697,0.01918,0.04825
thr85_all,63,0.85,573816.0,5079069.0,0.0312,0.9009,0.8771,7208.31,0,Cambisols,0.924,180.3,2,112.9,1,-2.09156332350301,0.7092566232452632,0.11269,0.07159,0.12769,0.01657,0.05207
thr85_all,64,0.85,567270.5,5079070.5,0.0156,0.8906,0.8791,1734.28,0,Cambisols,0.854,161.7,1,117.8,1,-2.1047308808589755,0.6166864461940847,0.12326,0.07797,0.12644,0.0141,0.04889
thr85_all,65,0.85,559755.83,5079015.0,0.0187,0.8943,0.8705,3429.9,0,Cambisols,7.82,226.6,1,177.0,0,-0.02036597266616919,-1.0486187875210782,0.07331,0.18366,0.13259,0.00366,-0.00669
thr85_all,66,0.85,575738.21,5078944.64,0.0438,0.9055,0.8868,6112.31,0,Cambisols,1.504,185.7,2,113.4,1,-2.1251534463860122,0.6371550998553681,0.11719,0.08211,0.13325,0.01558,0.05255
thr85_all,67,0.85,560447.5,5078907.5,0.0125,0.8843,0.8632,3271.63,0,Cambisols,7.144,177.3,1,176.6,0,-0.30652810811231684,-1.2614887516217421,0.07379,0.14541,0.14212,0.00106,-0.01162
thr85_all,68,0.85,574716.16,5078857.62,0.0256,0.8966,0.8729,6831.58,0,Cambisols,0.982,217.0,2,113.3,1,-2.11665531516199,0.7429408604392429,0.11811,0.06735,0.12292,0.01552,0.05119
thr85_all,69,0.85,560732.66,5078773.79,0.0194,0.8755,0.8614,3159.56,0,Cambisols,6.443,241.0,1,170.1,0,-0.47162898100146655,-0.9069168842791886,0.07761,0.14369,0.14051,0.00203,0.00025
thr85_all,70,0.85,575243.21,5078759.64,0.0656,0.9058,0.8837,6358.24,0,Cambisols,1.015,188.9,2,112.4,1,-2.1906127557020763,0.6253642898216237,0.11737,0.06583,0.13042,0.01542,0.05029
thr85_all,71,0.85,557859.04,5078610.19,0.0406,0.8799,0.8626,3879.68,0,Luvisols,11.608,572.0,1,246.0,2,2.087723070384912,-0.010256206292984139,0.04055,0.28559,0.03988,0.00972,-0.00884
thr85_all,72,0.85,674968.91,5078617.95,0.0488,0.9178,0.8796,3741.44,0,Cambisols,0.894,188.0,3,88.1,1,-2.942935468622073,0.01120346665055339,0.14597,0.06372,0.10861,0.0483,0.0257
thr85_all,73,0.85,572874.26,5078647.79,0.0106,0.8882,0.8758,6181.93,0,Cambisols,0.96,212.3,2,113.0,1,-2.1062333414028815,0.7941524950694205,0.11623,0.06945,0.12319,0.01612,0.05312
thr85_all,74,0.85,675976.21,5078618.15,0.0194,0.8916,0.8712,3989.78,0,Cambisols,7.646,655.7,3,155.5,4,-0.09460013491230486,1.1539766590718539,0.06954,0.18972,0.04014,0.04192,0.03421
thr85_all,75,0.85,560330.68,5078532.95,0.0138,0.9003,0.8668,2895.76,0,Cambisols,6.643,181.4,1,172.2,0,-0.5762538891057789,-1.1130715801017348,0.08124,0.1459,0.14975,0.00147,-0.0026
thr85_all,76,0.85,575809.38,5078534.38,0.01,0.897,0.8803,5781.61,0,Cambisols,0.977,161.7,2,112.0,1,-2.166496835907749,0.6352690775932224,0.11725,0.06615,0.12708,0.01649,0.04932
thr85_all,77,0.85,674789.06,5078403.12,0.01,0.8727,0.8609,3481.51,0,Cambisols,-0.705,89.2,3,84.8,1,-3.9836058952309314,0.8432074843169683,0.16767,-0.021,0.1107,0.04336,0.05296
thr85_all,78,0.85,673666.46,5078178.96,0.0988,0.9228,0.8865,3103.47,0,Cambisols,0.934,180.6,3,88.3,1,-2.7722462016912752,-0.22605007860124862,0.13964,0.0647,0.10711,0.04902,0.01657
thr85_all,79,0.85,674867.69,5078171.59,0.0481,0.8755,0.8625,3286.66,0,Cambisols,-0.963,95.4,3,84.2,1,-4.006269086233346,0.6649574335950927,0.17035,-0.01811,0.11586,0.04233,0.04919
thr85_all,80,0.85,558786.25,5078296.25,0.0125,0.8705,0.8656,3085.61,0,Luvisols,14.959,728.5,1,238.4,2,2.0635822701498596,-0.19075707497069208,0.04483,0.28858,0.03937,0.01123,-0.01472
thr85_all,81,0.85,561329.53,5077940.62,0.1,0.9247,0.8868,2502.29,0,Cambisols,10.946,252.2,1,175.3,0,0.2552814114118025,-0.6252911024677997,0.07676,0.21473,0.11072,0.00729,0.00024
thr85_all,82,0.85,673040.44,5078188.97,0.0319,0.9212,0.8949,3194.34,0,Cambisols,1.09,150.0,3,86.9,1,-3.393710485835051,-0.11630678719614604,0.15248,0.05336,0.12627,0.0508,0.02939
thr85_all,83,0.85,675815.44,5078168.38,0.0106,0.8836,0.8672,3684.09,0,Cambisols,10.103,696.6,3,173.3,2,0.5947814888110531,-0.14055440912146916,0.07026,0.23012,0.04017,0.03879,-0.00944
thr85_all,84,0.85,675340.76,5077972.28,0.0144,0.9121,0.8864,3298.38,0,Cambisols,5.715,474.9,3,119.0,4,-0.8179956041413624,1.9866419072911725,0.08313,0.16304,0.0627,0.03293,0.07154
thr85_all,85,0.85,673140.0,5077909.5,0.0312,0.8768,0.8621,2899.81,0,Cambisols,-0.843,95.5,3,84.5,1,-3.9136836331898555,0.8416672341007224,0.16641,-0.01844,0.11274,0.04075,0.05346
thr85_all,86,0.85,574690.0,5077632.5,0.025,0.9045,0.8866,6186.76,0,Cambisols,1.025,182.7,1,113.4,1,-2.344904019660263,0.6751416213072862,0.12465,0.06105,0.13231,0.01422,0.05296
thr85_all,87,0.85,671774.06,5077669.06,0.05,0.9191,0.886,3265.95,0,Luvisols,7.038,593.0,3,126.5,4,0.6818791911174473,1.4589898202907534,0.04459,0.22933,0.03938,0.0335,0.04317
thr85_all,88,0.85,671099.46,5077655.98,0.0144,0.9008,0.8734,3637.16,0,Cambisols,2.942,255.0,3,111.2,1,-1.9277164659495138,0.7480974574747145,0.10842,0.08571,0.0982,0.03382,0.0431
thr85_all,89,0.85,672640.62,5077629.17,0.015,0.9121,0.8846,2787.26,0,Luvisols,6.549,463.4,3,122.5,4,0.5123990973511924,1.4592944579564755,0.04464,0.2182,0.05103,0.03032,0.04744
thr85_all,90,0.85,561670.31,5077545.31,0.01,0.8741,0.8614,2319.31,0,Cambisols,2.052,188.9,1,149.9,1,-2.1449468042118243,-0.3022902551904053,0.12616,0.06889,0.14498,0.01052,0.02458
thr85_all,91,0.85,675079.17,5077544.44,0.0112,0.8651,0.8577,2797.62,0,Cambisols,2.175,661.2,3,119.9,1,-1.9617829641539577,1.4097412220486412,0.12948,0.08619,0.06167,0.03681,0.05175
thr85_all,92,0.85,673457.07,5077409.24,0.0144,0.8762,0.8616,2352.02,0,Cambisols,2.342,455.5,3,118.4,1,-2.0164646500123213,1.6089156373665694,0.12152,0.08447,0.06831,0.03733,0.06105
thr85_all,93,0.85,674346.88,5077392.71,0.015,0.8962,0.8819,2388.79,0,Cambisols,5.866,496.7,3,134.6,4,-0.7853999983829087,1.2816337081367668,0.08409,0.15463,0.0571,0.03991,0.0454
thr85_all,94,0.85,585185.58,5077351.6,0.0244,0.8983,0.8742,1108.26,0,Luvisols,6.345,877.8,3,120.1,4,0.41357721920926,1.8555846401420357,0.05581,0.20867,0.03763,0.02837,0.05537
thr85_all,95,0.85,671186.07,5077265.0,0.0438,0.8931,0.8691,3249.53,0,Cambisols,9.293,630.8,3,163.4,2,0.13284538225002632,0.09886264117629882,0.07559,0.21952,0.04745,0.04457,0.00276
thr85_all,96,0.85,673636.38,5077179.66,0.0419,0.898,0.8745,2106.42,0,Cambisols,7.267,597.5,3,152.6,4,-0.48775700005821565,1.539256323301073,0.06642,0.15835,0.04,0.04709,0.04682
thr85_all,97,0.85,585788.83,5076855.05,0.0588,0.9312,0.8907,742.8,0,Luvisols,7.012,374.0,3,121.0,4,0.9905253873154929,1.8328818341145319,0.04031,0.22587,0.02876,0.02457,0.04984
thr85_all,98,0.85,596823.68,5076937.5,0.0238,0.9437,0.9188,11493.79,0,Cambisols,6.718,200.1,6,112.5,3,1.3538468788663671,2.227060590461281,0.0827,0.22459,0.09903,-0.06439,0.08478
thr85_all,99,0.85,670309.6,5076867.57,0.0431,0.9108,0.8809,3444.94,0,Cambisols,7.364,490.7,3,150.8,4,-0.4909505329122251,1.513169306757625,0.06743,0.15711,0.0427,0.0449,0.04682
thr85_all,100,0.85,585361.15,5076669.93,0.0231,0.9462,0.9158,414.45,0,Luvisols,6.84,177.9,3,121.5,4,0.23935058060698453,1.0335789750973703,0.03983,0.22688,0.09503,0.02535,0.05132
thr85_all,101,0.85,569223.5,5076633.5,0.0156,0.8892,0.8747,2016.52,0,Cambisols,1.02,187.5,2,125.1,1,-2.289539815680224,0.09963242346695196,0.12031,0.05636,0.13973,0.0153,0.036
thr85_all,102,0.85,669951.97,5076592.76,0.0119,0.8964,0.8786,3524.94,0,Cambisols,5.849,372.4,3,115.3,4,-0.40607818117021527,2.070255139462529,0.07952,0.16037,0.04203,0.02885,0.0645
thr85_all,103,0.85,666336.36,5076309.09,0.0138,0.8935,0.8767,2916.85,0,Cambisols,1.208,200.4,1,94.1,1,-2.1726861717239467,0.42352305718670713,0.12085,0.07649,0.12661,0.02009,0.04289
thr85_all,104,0.85,666583.47,5076093.95,0.0194,0.8866,0.8748,3114.04,0,Cambisols,0.932,191.5,1,93.1,1,-2.070700007702277,0.7873696325099404,0.11444,0.07307,0.11822,0.01987,0.05124
thr85_all,105,0.85,676437.5,5076115.28,0.0112,0.8641,0.8572,1737.07,0,Cambisols,1.542,445.8,3,129.8,1,-2.4325560391792376,0.9858498095313352,0.12073,0.07112,0.07499,0.05433,0.04419
thr85_all,106,0.85,676955.48,5075842.03,0.1069,0.9313,0.8963,1160.74,0,Cambisols,2.077,216.1,1,123.5,1,-2.2134004369975333,0.34627963172528464,0.13319,0.08515,0.13929,0.00971,0.04546
thr85_all,107,0.85,669604.55,5075883.18,0.0688,0.9195,0.8819,3441.14,0,Cambisols,8.723,431.0,3,150.6,4,-0.15543394179063988,1.2744492644117345,0.06988,0.18739,0.04671,0.03825,0.04069
thr85_all,108,0.85,670038.5,5076047.5,0.0156,0.9111,0.8867,3139.18,0,Cambisols,9.272,712.0,3,150.7,4,0.02688845229229302,1.1380150326868737,0.07202,0.20612,0.04568,0.03679,0.03615
thr85_all,109,0.85,676540.0,5075872.5,0.0375,0.9215,0.8872,1517.15,0,Cambisols,1.528,239.3,1,127.3,1,-2.1163742830375107,0.3320383452547105,0.12413,0.07392,0.13659,0.00996,0.04283
thr85_all,110,0.85,676118.56,5075854.17,0.0206,0.8626,0.855,1881.77,0,Cambisols,2.014,648.3,3,128.7,1,-2.09559489484515,1.0267914325377254,0.13035,0.0816,0.06088,0.04532,0.0392
thr85_all,111,0.85,668379.36,5075676.45,0.0269,0.9032,0.8776,4513.26,0,Cambisols,1.08,166.3,3,92.0,1,-2.434867816971891,0.369484843158168,0.11545,0.07239,0.11799,0.03904,0.03933
thr85_all,112,0.85,664796.88,5075628.12,0.01,0.8867,0.874,1285.6,0,Cambisols,1.207,201.0,2,93.3,1,-2.0738228428752294,0.8065111035618572,0.10792,0.07835,0.11886,0.02498,0.05266
thr85_all,113,0.85,673243.02,5075511.53,0.0481,0.881,0.8612,676.02,0,Luvisols,10.41,663.1,3,165.7,2,1.8292033754560602,-0.2280409648796611,0.02726,0.27824,0.03575,0.03167,-0.01631
thr85_all,114,0.85,677756.51,5075207.25,0.1487,0.9225,0.8876,143.58,1,Cambisols,2.284,216.6,1,113.0,1,-2.1304207094044063,0.9375210913594895,0.12597,0.09177,0.13008,0.01157,0.06192
thr85_all,115,0.85,677257.39,5075001.61,0.165,0.9215,0.8921,577.69,0,Cambisols,1.91,189.3,1,115.2,1,-2.233052759767051,0.6756432659187047,0.12774,0.07438,0.13635,0.00896,0.05472
thr85_all,116,0.85,663850.89,5075348.21,0.0175,0.8873,0.8696,410.25,0,Cambisols,1.068,195.6,2,92.4,1,-2.0820161009305176,0.8784651358097005,0.10689,0.06915,0.1177,0.02325,0.054
thr85_all,117,0.85,602735.58,5075317.31,0.0163,0.8906,0.8702,17410.74,0,Cambisols,1.845,168.7,1,101.1,1,-1.952526794275128,-0.5669996589862936,0.12434,0.07318,0.13254,0.01537,0.01068
thr85_all,118,0.85,665182.81,5075325.0,0.01,0.8703,0.8592,1689.93,0,Cambisols,0.997,201.2,2,91.7,1,-1.9902020537304248,0.7061012065448263,0.10644,0.06913,0.11379,0.02401,0.0464
thr85_all,119,0.85,567199.5,5075125.5,0.0156,0.8745,0.8599,523.95,0,Luvisols,10.41,498.0,2,170.6,2,1.9963850257262683,-0.22804240755235097,0.03943,0.27761,0.03502,0.01735,-0.01783
thr85_all,120,0.85,585766.58,5075019.64,0.0306,0.9162,0.8693,1304.26,0,Luvisols,6.506,278.2,1,126.5,4,0.8686908225714811,0.8953651538958305,0.04385,0.20714,0.07231,0.00634,0.03353
thr85_all,121,0.85,669047.14,5074875.36,0.0438,0.9111,0.876,3690.8,0,Cambisols,10.731,685.1,3,160.8,2,0.42041394826065376,-0.008264916342754473,0.0735,0.22908,0.04568,0.0389,-0.00227
thr85_all,122,0.85,673801.95,5074941.41,0.04,0.934,0.8974,141.62,1,Cambisols,2.186,227.7,3,132.6,1,-2.8104992650630485,-0.07242735113175529,0.12984,0.08495,0.13939,0.04125,0.03509
thr85_all,123,0.85,674660.51,5073828.68,0.5725,0.9345,0.8855,533.65,2,Cambisols,2.171,208.0,1,121.5,1,-2.205171817234546,0.4823891868291055,0.13022,0.08945,0.14049,0.01019,0.05073
thr85_all,124,0.85,674184.03,5074486.81,0.09,0.9307,0.8882,159.71,2,Cambisols,1.859,228.9,1,124.2,1,-2.224653737172062,0.3678329334887957,0.12619,0.06626,0.13889,0.00921,0.04482
thr85_all,125,0.85,668270.66,5074307.54,0.0881,0.9391,0.883,4436.45,0,Cambisols,11.504,413.1,3,154.6,4,0.011625988219848192,1.1512899195886421,0.07406,0.20575,0.0502,0.03316,0.03821
