fid,gustoca_km_km2
1,0.0
2,0.75601
3,0.0
4,0.0
5,0.0
6,0.952412
7,0.444751
8,0.714842
9,0.593858
10,0.689756
11,0.0
12,0.758706
13,0.0
14,0.562352
15,0.995275
16,0.691853
17,0.0
18,0.0
19,0.0
20,1.078943
21,0.0
22,0.527215
23,0.509856
24,0.623685
25,0.0
26,0.0
27,0.467862
28,0.087189
29,1.191142
30,0.079809
31,0.0
32,1.182277
33,0.0
34,0.773804
35,0.950328
36,0.755938
37,0.0
38,0.0
39,1.261487
40,0.23625
41,1.182488
42,1.555447
43,0.0
44,0.466693
45,0.68987
46,0.0
47,0.0
48,0.364946
49,0.887622
50,0.0
51,0.371311
52,0.840983
53,0.876828
54,0.14677
55,1.122414
56,0.439795
57,0.737391
58,1.528229
59,0.584613
60,0.0
61,0.930575
62,1.137259
63,0.0
64,0.719629
65,0.443599
66,0.101723
67,0.0
68,0.0
69,1.459078
70,0.0
71,0.652804
72,0.0
73,0.0
74,0.0
75,0.184295
76,0.0
77,0.0
78,0.719908
79,0.0
80,0.798677
81,0.0
82,0.9978
83,0.636111
84,0.0
85,0.0
86,0.0
87,0.521103
88,0.401746
89,0.0
90,0.0
91,0.0
92,0.919768
93,0.0
94,1.494276
95,0.646448
96,0.928779
97,0.419996
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.63417
105,0.0
106,0.0
107,0.0
108,0.842014
109,1.15658
110,0.73265
111,0.822379
112,0.799727
113,0.0
114,0.0
115,0.0
116,0.042803
117,0.0
118,0.389196
119,0.0
120,0.449301
121,0.206645
122,0.666809
123,0.0
124,0.729058
125,0.709229
126,0.0
127,0.0
128,0.0
129,0.38418
130,0.0
131,0.0
132,0.690911
133,0.0
134,0.0
135,0.0
136,0.0
137,0.708867
138,0.0
139,0.0
140,1.095467
141,0.0
142,0.2947
143,0.604604
144,0.70131
145,0.093296
146,0.28441
147,0.0
148,0.636352
149,1.074891
150,0.35857
151,0.0
152,0.0
153,0.184936
154,0.501944
155,0.0
156,0.955361
157,0.0
158,0.0
159,0.0
160,0.821137
161,0.0
162,0.0
163,0.304334
164,0.0
165,0.0
166,0.0
167,1.294304
168,0.0
169,1.475752
170,1.19156
171,0.812634
172,0.0
173,1.280912
174,0.530999
175,0.043869
176,0.750769
177,0.083647
178,0.0
179,0.25477
180,0.858902
181,0.0
182,0.0
183,0.949577
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.710049
193,1.154053
194,0.0
195,0.0
196,0.0
197,0.587992
198,0.0
199,0.0
200,0.0
201,0.0
202,0.411805
203,0.574447
204,0.864039
205,1.052643
206,0.337065
207,0.016207
208,0.0
209,0.804356
210,0.225668
211,0.701371
212,0.0
213,0.0
214,0.77321
215,0.425811
216,0.485397
217,1.11806
218,0.0
219,0.0
220,0.0
221,0.0
222,0.599876
223,0.120848
224,0.820202
225,1.520485
226,0.686894
227,0.813196
228,0.0
229,1.945755
230,0.743581
231,0.0
232,0.759483
233,0.005106
234,0.191396
235,0.007525
236,0.0
237,0.005246
238,0.353103
239,0.0
240,0.0
241,0.6092
242,0.0
243,0.0
244,0.318234
245,0.0
246,0.0
247,0.0
248,0.550308
249,1.391342
250,0.367004
251,0.0
252,0.0
253,0.969607
254,1.480336
255,0.0
256,1.065034
257,0.0
258,0.472015
259,0.0
260,0.0
261,0.94098
262,0.0
263,0.354636
264,0.0
265,0.585272
266,0.681318
267,0.0
268,0.170487
269,0.0
270,0.0
271,0.0
272,0.16187
273,0.80162
274,0.0
