fid,gustoca_km_km2
1,0.818528
2,0.296607
3,0.223264
4,0.562769
5,0.0
6,0.0
7,1.124798
8,1.484178
9,0.227591
10,0.035722
11,0.029746
12,0.0
13,0.626491
14,0.0
15,0.0
16,0.0
17,0.731754
18,0.0
19,0.0
20,1.362608
21,1.138916
22,1.193519
23,0.0
24,0.847576
25,0.0
26,0.445127
27,0.273621
28,0.0
29,0.71819
30,0.0
31,0.0
32,0.703743
33,1.329171
34,2.015722
35,1.010563
36,0.0
37,0.0
38,0.02108
39,0.050404
40,0.634775
41,0.0
42,0.0
43,0.816132
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.72736
50,0.0
51,0.0
52,0.0
53,0.253916
54,0.0
55,0.0
56,1.188885
57,0.0
58,1.434524
59,0.0
60,0.0
61,1.336641
62,0.0
63,0.0
64,1.505135
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.745346
71,0.0
72,0.775745
73,0.0
74,0.724487
75,0.0
76,0.720097
77,0.0
78,0.0
79,0.868139
80,0.158155
81,0.730544
82,1.660269
83,0.663769
84,0.710894
85,0.433785
86,0.756784
87,0.638806
88,0.0
89,0.0
90,0.042795
91,0.730246
92,0.685823
93,0.813631
94,0.0
95,0.901576
96,0.257816
97,0.909241
98,0.831495
99,0.0
100,1.006994
101,0.511128
102,0.0
103,0.0
104,0.814604
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.715273
111,0.950985
112,0.0
113,0.136545
114,1.183507
115,0.0
116,0.0
117,0.124342
118,0.811864
119,0.196649
120,0.728014
121,1.052773
122,0.743523
123,0.0
124,0.0
125,0.376536
126,0.0
127,0.0
128,0.956802
129,0.0
130,0.0
131,0.404339
132,0.0
133,0.0
134,0.168508
135,0.793252
136,0.956343
137,0.333028
138,0.688458
139,0.0
140,0.878138
141,0.0
142,0.77097
143,0.568503
144,0.318099
145,0.0
146,0.701037
147,0.465186
148,0.698368
149,0.644947
150,1.181946
151,0.492833
152,0.623097
153,0.0
154,0.540052
155,0.734327
156,0.0
157,1.234011
158,0.741356
159,0.617808
160,0.766964
161,0.0
162,0.220831
163,0.0
164,0.120232
165,0.691181
166,0.088023
167,0.0
168,0.0
169,0.0
170,0.724998
171,0.0
172,0.438999
173,0.868881
174,0.0
175,0.561165
176,0.0
177,0.0
178,0.887924
179,0.66955
180,0.461415
181,0.796573
182,0.0
183,0.688716
184,0.33283
185,0.0
186,0.74817
187,0.0
188,0.0
189,0.602934
190,0.0
191,0.0
192,0.042875
193,0.0
194,0.023436
195,0.721884
196,0.0
197,0.0
198,0.636035
199,0.0
200,1.018684
201,0.0
202,0.0
203,0.0
204,1.024503
205,0.242942
206,1.471853
207,0.0
208,1.173227
209,1.123377
210,0.200967
211,0.0
212,0.0
213,1.010788
214,0.466217
215,0.82625
216,0.0
217,0.313765
218,0.646428
219,1.291357
220,0.0
221,0.0
222,0.866923
223,0.470265
224,0.0
225,0.490523
226,0.545344
227,0.742448
228,0.747554
229,1.177335
230,0.257177
231,1.004365
232,0.546166
233,0.0
234,0.626846
235,0.0
236,0.0
237,0.71852
238,0.202915
239,0.108615
240,0.0
241,0.796403
242,0.689286
243,0.757469
244,0.0
245,0.0
246,0.583338
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.740084
253,1.400706
254,0.0
255,0.0
256,0.482816
257,0.0
258,0.581448
259,0.0
260,0.976969
261,0.937929
262,0.463179
263,0.0
264,0.871632
265,0.532827
266,0.786052
267,0.678149
268,0.0
269,1.188085
270,0.881991
271,0.0
272,0.782297
273,0.0
274,0.0
