fid,strahler
1,2
4,1
5,1
9,2
11,6
18,3
25,1
26,1
28,2
30,2
40,2
41,2
42,2
48,1
69,1
71,4
80,1
90,1
103,7
110,7
113,3
116,1
126,3
180,1
283,1
474,6
481,1
490,1
496,7
513,1
514,1
516,3
517,3
520,7
521,1
522,1
523,1
525,2
526,1
528,1
529,1
535,1
540,3
541,1
542,1
543,1
544,3
545,3
546,1
552,7
556,1
557,1
562,1
592,6
