fid,strahler
2,1
3,7
6,1
7,3
8,1
12,2
14,2
15,3
16,3
17,3
19,2
20,1
21,2
22,1
23,2
27,3
29,3
31,1
32,2
33,2
34,3
35,1
36,7
37,1
38,1
39,3
43,3
44,2
45,3
49,1
50,1
51,3
52,6
53,2
54,2
55,1
56,1
57,6
58,1
59,1
60,3
62,1
92,1
105,1
106,2
132,2
140,1
211,2
227,1
247,1
279,1
312,6
313,6
314,2
315,2
472,2
473,1
475,2
476,3
477,1
478,2
479,1
492,7
515,3
524,2
527,1
530,1
531,1
532,1
533,1
534,1
536,2
537,3
538,3
539,1
547,1
548,6
549,1
550,2
551,6
553,7
656,1
657,4
