morans_I,morans_p,morans_znacajno,joincount_KK_obs,joincount_KK_exp,joincount_KK_p,joincount_KJ_p,perm_nn_obs_km,perm_nn_exp_km,perm_nn_p,centroid_dist_kont_jedno_km
0.2619,0.001,True,105,42.7,0.001,0.001,4.526,6.005,0.014,19.9
