gustoca_cesta_km_ceste_po_km2_grida,gustoca_nalazista_po_km2,pct_mocvara,mean_tri,mean_elev
0.35762269152274895,0.0,74.668,1.7412920218577104,110.92717797350035
0.7043412175656796,0.0,80.9155,1.34134368613579,117.9201066963994
0.4538372309400216,0.019997824105651797,3.2051,6.727682002385858,172.41729484572446
0.2812853048468015,0.0,0.0,7.339665099166184,188.59803296407063
0.5806670772379344,0.0,0.0641,7.337839550167631,214.19602840911176
0.7193137909366221,0.0,0.1923,10.323583228792392,292.9851047999638
0.325869012354416,0.0,0.0,10.259175014070717,330.4813831123792
0.03676566381931258,0.0,0.0,17.112536069940795,587.4678512247224
0.3867659446831166,0.009998911179231178,0.3846,5.530098207433998,199.67502249567133
0.8318448548988392,0.0,61.1896,2.0059633904876994,99.15715140754898
2.9891458630814367,0.0,100.0,1.509133081869734,89.6874812757601
0.5850374762911161,0.0,93.75,1.449844101020049,105.92486479533044
0.713673462185647,0.0,92.6671,1.0104056544893851,107.06192202061662
1.5243837867492227,0.019998496308627038,30.1875,2.9676317417359095,131.07610303325654
0.32349029861325634,0.009999248180640973,0.0,8.216230688961398,196.68521080265046
0.3353504136933003,0.009999248206964339,0.0,11.669049010830605,362.41528836545945
0.0,0.0,0.125,13.600820314020291,545.4940681760788
0.12480717699202741,0.0,0.0,13.131413717721776,463.2944981980324
0.15270449240463596,0.0,0.0,14.637666632807441,539.5635571971893
1.2415020149089881,0.009999248312299472,1.0625,6.325054742601147,206.11476388778686
0.6702081606789403,0.0,53.6875,1.1919415495651056,97.10089821667671
0.6807339421427947,0.0,99.2727,1.6022588878098571,90.81514518801575
0.5344742235428035,0.0,87.3684,1.1165141897462652,103.63072240444151
0.8111514778620905,0.029998869115586392,57.6875,1.1039790700882572,109.36844504351616
0.7150250915474851,0.029998869218292482,3.1875,6.800449621213505,157.0139191257477
0.4568433369220615,0.0,0.4375,8.903653887682315,235.8975742190361
0.17217636728231628,0.0,0.0,15.955876186360978,579.4414917161942
0.20583609601950675,0.009999623175480577,0.0,12.57316087426031,412.2846097869873
0.6611745561035461,0.009999623209729554,0.0,6.176167875441894,240.53614891080855
0.20561095749993238,0.0,0.0,12.103946659365949,323.318093295002
0.6891584494848256,0.0,50.3125,1.2629036659790522,103.34131628870963
0.5265755984755701,0.0,92.1824,1.523559773097195,90.54615546142992
0.0,0.0,46.25,1.1753373236726017,101.42972449145367
0.3648978812112963,0.0,69.4423,1.149984975393281,104.56459742194833
1.1451663646763353,0.0,27.25,2.7951345679223696,123.95437440094948
0.29908521322285336,0.010000047179624393,0.0,7.616123830482736,193.1809473113537
0.33275800137489536,0.0,0.0625,13.217872385487007,412.40143399858476
0.6692697992796935,0.010000047266001925,0.0,10.263007317968714,403.5325458246231
1.5986294336566904,0.03000014192757958,0.0,2.704362766637125,184.08765690193175
0.36390952467198884,0.0,0.0,11.270067667997628,263.57695081224443
0.8643531644683871,0.010000047395586974,18.875,3.328995494806383,121.41759894733428
0.3782970409580043,0.0,54.0501,5.194930036409842,136.8564089247274
0.43375751382444044,0.0,73.2558,1.4060203116097705,100.81944069410481
0.47648335504863487,0.0,67.9399,1.8109309844401253,106.31494924947592
0.5135433799205701,0.0,8.75,2.8477414876334524,131.35549555854797
0.2395989632129542,0.0,1.125,9.862778033466267,278.23509092068673
0.31510141430560334,0.020001041070747173,0.0,12.904696846573334,459.2402746828079
0.9180436762376392,0.02000104117709996,0.25,1.9150054585966523,166.12794685058594
0.7030121008405491,0.0,1.4375,5.4442104080851115,164.65582114572524
0.8435214938322808,0.010000520694919583,8.9375,6.906610024948766,156.62547333202363
0.4328761718655859,0.012608652635017958,81.0854,1.0374351464657372,88.22977423259297
0.18717777493404472,0.0,23.3333,0.9988484992485434,86.52034119706461
0.5032305644218336,0.0,79.7015,1.568658255582824,96.64740798457474
0.3256571637964621,0.0,78.8125,1.3492150480118779,100.21602617833203
0.6653436951036645,0.0,14.375,1.0096458335919132,105.06914370265007
1.0155007732286798,0.0,1.125,2.9927254750983727,155.11656551241876
0.517984134203373,0.010001042988259646,0.0,12.910158407984442,365.1688472255707
0.6494981844276315,0.040004172209864,0.1875,3.731318141317526,173.75741880545615
0.4569512676420065,0.0,0.0,10.149432808326557,248.26096982998848
1.0546746010552808,0.010001043180888191,27.5625,5.98128386949438,150.48104885349272
0.4436755179046704,0.0,65.0516,1.1659743624689325,88.48242925423277
0.9350384610952566,0.0,60.0,1.1467381582195542,86.04631095999444
0.21895173377545502,0.0,63.5135,2.009107051478102,95.9875897495799
0.3847521493070395,0.01008839316737446,70.4588,1.3926353431739096,97.55948810828961
0.2808829974194944,0.0,63.0625,1.6496359204909663,101.60769928236007
0.9571941278741393,0.040006458214237615,7.625,1.395270632528085,111.207749369812
0.9299645235991907,0.020003229259646264,0.0,7.297627695632502,199.03815409693718
0.39646050043103065,0.07001130294266632,0.0,6.572820817759377,194.48565945940018
0.3852263740551048,0.05000807391184945,0.0625,9.772510742371809,251.67870040426254
3.3716663774608864,0.07101436283803207,23.9975,4.047027020931325,129.77968536541005
0.3302837191919965,0.0628127850920824,99.5798,1.4773606104905843,86.60242933216199
0.22113643296467875,0.0,77.4436,1.7000723475739654,92.49487493190335
0.6922058810605469,0.02008700410641335,75.1724,1.019861693832247,95.2944625522109
0.47685379409958106,0.0,77.125,1.2887434703772023,96.31887578849792
0.36276254394942065,0.0,48.625,1.315270805581382,100.50914512896537
0.43152748591937296,0.1100245901227433,2.125,4.105371388996277,145.0197260547638
0.24634642335059934,0.0,0.125,6.914583182679216,193.97457041740418
0.2704702017423435,0.010002235644454452,0.0,8.290763453241892,194.40894942164422
0.7691169580661856,0.03000670720151629,51.0,2.2243863312683163,109.31223695054054
