feature,gini_importance,perm_mean,perm_std
vtt_r100,0.1039549725944377,0.09280162768394694,0.0072911908385887595
dist_rijeka_korig,0.21335395805318427,0.06024961372475894,0.006445985371934505
rel_vis_100_250,0.20780107433524106,0.04904829772497203,0.006202335175159654
aps_vis,0.18968882283002117,0.02422711652192446,0.003136287437314581
strahler,0.07293370708891837,0.014508631253662974,0.0022936901484865565
rel_vis_100_500,0.17643488855310574,0.01321860514678459,0.0020285519725809485
nagib,0.035832576545091546,0.00036962544621449434,0.00025744265814255286
