fid,rel_100_500m
1,-0.326
2,-0.273
3,0.298
4,7.46
5,0.115
6,-2.396
7,-1.15
8,-0.886
9,0.99
10,11.305
11,-1.019
12,-1.663
13,-3.396
14,1.161
15,4.07
16,1.108
17,-1.746
18,0.281
19,3.967
20,1.616
21,-1.104
22,0.315
23,11.597
24,-0.142
25,-1.988
26,-0.83
27,-1.233
28,-4.84
29,0.632
30,1.863
31,6.285
32,2.151
33,-0.759
34,-1.839
35,-0.604
36,1.188
37,11.4
38,1.047
39,-0.268
40,-0.094
41,-0.161
42,-5.713
43,-7.271
44,-0.617
45,-0.386
46,-0.222
47,0.016
48,-1.753
49,-0.63
50,2.127
51,0.898
52,-0.287
53,13.727
54,-0.37
55,-2.118
56,2.007
57,-0.148
58,0.009
59,0.741
60,0.312
61,-0.525
62,0.617
63,0.553
64,-3.29
65,15.023
66,12.992
67,-4.414
68,0.839
69,-0.296
70,-1.223
71,-0.283
72,3.716
73,-0.139
74,0.167
75,-0.017
76,-10.014
77,2.431
78,0.796
79,-2.191
80,0.948
81,-5.727
82,-0.189
83,0.286
84,-0.943
85,0.791
86,0.773
87,1.238
88,-0.06
89,-5.105
90,0.366
91,-0.098
92,0.128
93,2.981
94,9.259
95,-0.011
96,-1.876
97,-0.506
98,-1.322
99,-1.329
100,-0.469
101,9.768
102,-0.481
103,-26.301
104,-1.582
105,7.578
106,0.944
107,1.217
108,-0.467
109,-1.085
110,2.964
111,7.366
112,-1.141
113,14.735
114,1.791
115,5.29
116,4.992
117,0.465
118,-0.162
119,0.377
120,-0.913
121,0.322
122,-3.076
123,4.163
124,2.922
125,0.872
126,0.248
127,-1.963
128,-1.278
129,0.053
130,0.023
131,0.496
132,0.085
133,-26.339
134,-5.295
135,-11.28
136,0.333
137,-8.974
138,-18.68
139,-7.07
140,0.215
141,18.043
142,2.268
143,11.59
144,5.285
145,1.584
146,0.436
147,0.41
148,-3.081
149,-0.529
150,-0.102
151,0.315
152,0.852
153,0.984
154,9.164
155,0.895
156,-0.988
157,0.607
158,2.027
159,0.725
160,0.011
161,-3.227
162,0.135
163,3.737
164,0.583
165,3.187
166,-1.018
167,-3.596
168,-0.808
169,0.255
170,-5.007
171,-19.952
172,7.388
173,0.715
174,-0.32
175,0.556
176,0.196
177,8.044
178,-0.695
179,-0.377
180,-0.561
181,-0.542
182,2.687
183,5.63
184,-0.638
185,4.113
186,-3.33
187,-0.274
188,0.179
189,1.906
190,-0.027
191,-1.002
192,-0.831
193,-1.296
194,-2.471
195,-19.012
196,2.086
197,-2.828
198,0.256
199,-0.694
200,-0.679
201,-0.796
202,-0.986
203,11.376
204,1.47
205,0.03
206,-3.105
207,-0.625
208,1.193
209,-0.999
210,-1.362
211,-0.099
212,-3.19
213,-12.845
214,-3.389
215,-1.463
216,-1.306
217,4.752
218,-0.102
219,0.396
220,1.498
221,0.196
222,1.202
223,-0.267
224,2.959
225,4.367
226,-0.594
227,0.493
228,-1.644
229,-5.928
230,6.155
231,-0.636
232,-1.648
233,1.727
234,-1.797
235,0.424
236,1.352
237,-0.643
238,-0.242
239,-1.526
240,1.771
241,0.079
242,4.819
243,1.134
244,0.409
245,-3.475
246,-0.688
247,2.885
248,-0.435
249,1.782
250,0.41
251,-2.987
252,-6.0
253,0.115
254,0.261
255,-0.811
256,-1.382
257,-0.726
258,0.774
259,-0.693
260,3.988
261,-0.206
262,3.773
263,-1.644
264,-2.227
265,0.002
266,17.396
267,3.268
268,10.8
269,0.124
270,-0.233
271,-4.155
272,0.268
273,1.423
274,0.268
