fid,rel_200_1000m
1,-0.542
2,-0.072
3,0.209
4,8.022
5,1.144
6,7.901
7,-2.103
8,-1.449
9,0.14
10,19.685
11,5.083
12,15.063
13,-2.237
14,3.613
15,7.862
16,1.229
17,-0.96
18,-0.282
19,8.67
20,-3.907
21,-1.243
22,-0.139
23,13.501
24,-1.117
25,-0.88
26,9.154
27,-2.416
28,-2.951
29,-0.071
30,0.034
31,4.817
32,0.65
33,-1.318
34,-1.599
35,-1.506
36,-0.208
37,13.312
38,-0.153
39,-1.444
40,-2.032
41,-0.24
42,-8.773
43,-16.989
44,1.166
45,-4.121
46,-0.066
47,-0.324
48,-1.121
49,-0.076
50,2.231
51,0.271
52,2.002
53,24.665
54,-0.502
55,-2.925
56,0.316
57,-0.271
58,-0.623
59,-1.821
60,0.042
61,0.969
62,1.298
63,0.693
64,-7.767
65,8.206
66,-4.791
67,-13.429
68,1.634
69,-0.022
70,-1.258
71,-1.494
72,-0.441
73,0.193
74,-0.021
75,-0.145
76,-17.398
77,1.396
78,2.001
79,-4.869
80,0.679
81,-6.554
82,-0.399
83,-1.575
84,0.76
85,2.155
86,1.055
87,-10.433
88,0.076
89,-5.814
90,0.336
91,0.517
92,-0.635
93,0.75
94,12.199
95,-0.116
96,-3.264
97,0.363
98,-1.571
99,-3.694
100,-0.883
101,12.479
102,-0.572
103,-25.521
104,-3.417
105,2.363
106,0.635
107,0.191
108,-0.762
109,-1.267
110,5.045
111,8.013
112,-24.444
113,28.139
114,0.904
115,10.274
116,1.455
117,0.333
118,-0.838
119,0.391
120,-0.608
121,-0.201
122,-0.66
123,3.584
124,4.139
125,1.197
126,-0.358
127,5.262
128,-16.662
129,-0.299
130,2.417
131,1.166
132,-1.432
133,-37.229
134,-8.438
135,-21.799
136,-0.074
137,-2.933
138,-34.674
139,-1.722
140,0.25
141,30.842
142,0.514
143,2.323
144,10.504
145,0.818
146,0.309
147,-0.129
148,0.114
149,-3.89
150,-0.674
151,0.566
152,1.344
153,0.145
154,10.254
155,-0.028
156,-1.294
157,0.124
158,0.085
159,0.524
160,-2.675
161,3.575
162,0.144
163,5.004
164,0.612
165,0.527
166,-0.793
167,-2.75
168,0.785
169,0.175
170,-9.275
171,42.64
172,9.2
173,-0.22
174,-0.214
175,1.136
176,-0.247
177,4.411
178,-1.033
179,-0.225
180,0.106
181,-1.369
182,1.755
183,7.676
184,-1.012
185,6.614
186,-0.985
187,-0.981
188,2.004
189,2.489
190,-0.27
191,-4.303
192,0.196
193,-0.922
194,-0.335
195,-15.177
196,0.975
197,-3.559
198,-0.798
199,-0.329
200,-0.954
201,-0.164
202,-0.017
203,8.728
204,0.963
205,-5.237
206,-5.072
207,-0.153
208,0.074
209,-0.122
210,-1.168
211,0.23
212,-7.49
213,-3.454
214,-1.991
215,-1.361
216,5.607
217,4.742
218,0.019
219,-0.233
220,0.966
221,-0.006
222,8.078
223,2.06
224,5.405
225,1.217
226,-0.975
227,0.248
228,-5.476
229,-3.135
230,8.971
231,-0.64
232,-3.584
233,4.815
234,-1.517
235,0.198
236,1.327
237,-1.257
238,-1.122
239,-1.376
240,-3.248
241,5.791
242,7.895
243,-0.307
244,-0.077
245,-5.137
246,-1.179
247,2.662
248,-1.244
249,10.545
250,-0.528
251,-4.45
252,-2.528
253,-1.323
254,0.758
255,-0.237
256,-2.588
257,-0.913
258,-0.502
259,-2.969
260,4.523
261,-0.014
262,0.478
263,-0.297
264,-1.846
265,-2.91
266,24.513
267,4.606
268,8.914
269,-16.51
270,0.564
271,-9.965
272,-0.324
273,-1.294
274,-1.167
