fid,rel_500_1000m
1,-0.398
2,0.103
3,-0.071
4,5.595
5,1.451
6,9.828
7,-1.301
8,-0.935
9,-0.045
10,13.465
11,7.143
12,17.421
13,0.655
14,3.449
15,6.233
16,0.395
17,0.238
18,-0.491
19,6.853
20,-5.107
21,-0.773
22,-0.594
23,3.262
24,-0.627
25,0.586
26,10.605
27,-1.684
28,-0.354
29,-0.443
30,-1.141
31,1.161
32,-0.5
33,-1.02
34,-0.433
35,-0.896
36,-0.58
37,8.736
38,-0.332
39,-1.325
40,-2.282
41,-0.582
42,-4.817
43,-12.908
44,1.266
45,-4.51
46,-0.142
47,-0.009
48,0.13
49,-0.473
50,1.067
51,-0.277
52,2.484
53,15.996
54,-0.591
55,-1.165
56,-0.276
57,-0.138
58,-0.675
59,-2.928
60,-0.04
61,0.81
62,0.927
63,0.443
64,-5.879
65,-4.164
66,-20.913
67,-14.31
68,1.093
69,-0.045
70,-0.28
71,-1.808
72,-2.798
73,0.417
74,0.012
75,-0.329
76,-13.846
77,0.243
78,1.866
79,-3.996
80,-0.067
81,-7.348
82,-0.355
83,-2.105
84,1.497
85,1.519
86,0.605
87,-13.118
88,0.295
89,-2.398
90,0.422
91,0.781
92,-0.738
93,-0.444
94,4.979
95,-0.272
96,-1.508
97,0.587
98,-1.145
99,-4.384
100,-0.27
101,7.788
102,-0.14
103,-8.014
104,-3.268
105,-3.116
106,0.395
107,-0.524
108,-0.196
109,-0.523
110,2.511
111,0.501
112,-23.212
113,19.042
114,-0.096
115,5.667
116,-2.289
117,-0.061
118,-1.032
119,0.388
120,-0.046
121,-0.067
122,0.932
123,0.594
124,2.971
125,0.567
126,-0.265
127,8.989
128,-18.99
129,-0.365
130,3.006
131,1.048
132,-1.158
133,-19.711
134,-2.179
135,-15.709
136,-0.333
137,2.297
138,-26.244
139,2.317
140,0.195
141,19.277
142,-0.419
143,-6.631
144,8.271
145,-0.402
146,0.105
147,-0.907
148,1.664
149,-4.356
150,-0.742
151,0.338
152,1.173
153,-0.693
154,4.429
155,-0.468
156,0.635
157,-0.132
158,-0.599
159,-0.413
160,-2.437
161,2.771
162,-0.023
163,2.648
164,0.228
165,-0.444
166,-0.26
167,-1.217
168,1.028
169,-0.235
170,-6.083
171,75.374
172,4.648
173,-0.689
174,0.111
175,1.118
176,-0.23
177,-1.536
178,-0.701
179,0.14
180,0.629
181,-1.067
182,0.613
183,3.157
184,-0.333
185,5.231
186,0.756
187,-0.952
188,2.046
189,0.526
190,-0.373
191,-4.593
192,0.585
193,0.126
194,2.441
195,-4.385
196,-0.196
197,-2.124
198,-1.147
199,0.062
200,-0.728
201,0.388
202,0.428
203,0.163
204,0.126
205,-6.764
206,-2.622
207,0.101
208,0.459
209,0.399
210,-0.388
211,1.626
212,-5.859
213,2.297
214,0.77
215,-0.41
216,5.667
217,1.415
218,-0.089
219,-0.64
220,0.112
221,0.151
222,9.276
223,1.538
224,3.51
225,-3.77
226,-0.836
227,-0.151
228,-4.728
229,0.624
230,5.959
231,-0.293
232,-3.254
233,2.798
234,-0.566
235,-0.094
236,0.125
237,-0.679
238,-1.53
239,-0.369
240,-7.029
241,3.598
242,5.693
243,-0.558
244,-0.456
245,-6.528
246,-0.426
247,0.156
248,-1.185
249,12.779
250,-0.784
251,-3.267
252,0.244
253,-1.639
254,0.445
255,0.05
256,-2.593
257,-0.387
258,-0.355
259,-2.253
260,0.956
261,0.029
262,-1.462
263,1.305
264,-0.742
265,-3.821
266,14.597
267,0.732
268,1.661
269,-21.02
270,0.832
271,-8.116
272,-0.468
273,-2.161
274,-1.303
