fid,rel_100_250m
1,-0.117
2,-0.297
3,0.11
4,6.213
5,0.144
6,-3.033
7,0.0
8,-0.554
9,1.204
10,3.72
11,-0.942
12,-5.138
13,-1.456
14,0.29
15,1.919
16,0.478
17,-1.117
18,0.247
19,0.904
20,2.781
21,-0.713
22,0.085
23,2.877
24,0.433
25,-1.091
26,-3.327
27,-0.141
28,-3.226
29,0.621
30,1.535
31,3.97
32,1.678
33,-0.352
34,-0.761
35,0.183
36,1.259
37,7.98
38,1.22
39,0.111
40,0.322
41,-0.654
42,-1.733
43,-0.948
44,-0.887
45,0.256
46,-0.338
47,0.354
48,-1.006
49,-1.119
50,1.262
51,0.619
52,-0.435
53,4.223
54,-0.498
55,-0.397
56,2.159
57,0.046
58,0.177
59,0.455
60,0.375
61,-1.19
62,0.137
63,0.436
64,-0.244
65,6.81
66,4.186
67,-3.196
68,0.165
69,-0.503
70,-0.52
71,-0.209
72,3.584
73,-0.082
74,0.284
75,-0.2
76,-4.907
77,1.917
78,0.376
79,-0.375
80,0.236
81,-6.329
82,-0.127
83,0.362
84,-0.866
85,-0.104
86,0.285
87,2.073
88,-0.147
89,-2.21
90,0.511
91,-0.171
92,0.245
93,2.93
94,1.717
95,-0.09
96,0.037
97,-0.62
98,-1.063
99,-1.067
100,0.083
101,6.635
102,-0.09
103,-12.608
104,-1.208
105,5.277
106,0.884
107,0.97
108,0.12
109,-0.476
110,0.464
111,0.643
112,6.268
113,3.904
114,1.376
115,0.095
116,3.06
117,0.256
118,-0.058
119,0.434
120,-0.391
121,0.625
122,-2.376
123,1.858
124,1.221
125,0.174
126,0.513
127,-1.009
128,0.682
129,0.142
130,-0.19
131,0.268
132,0.766
133,-8.451
134,1.007
135,-3.047
136,0.271
137,-6.654
138,-8.242
139,-4.591
140,0.212
141,4.853
142,2.333
143,7.284
144,2.337
145,0.918
146,0.374
147,0.066
148,-3.255
149,-0.018
150,0.048
151,0.124
152,0.556
153,0.571
154,4.279
155,0.865
156,0.603
157,0.546
158,2.325
159,0.187
160,1.107
161,-7.362
162,-0.024
163,1.304
164,0.245
165,3.249
166,-0.649
167,-2.731
168,-0.946
169,-0.174
170,-0.996
171,-7.696
172,3.456
173,0.734
174,-0.057
175,0.156
176,0.371
177,4.213
178,-0.386
179,-0.089
180,-0.275
181,-0.043
182,1.91
183,1.463
184,0.02
185,2.306
186,-2.609
187,-0.017
188,-0.196
189,-0.058
190,-0.102
191,-0.408
192,-0.854
193,-0.58
194,-1.149
195,-11.875
196,1.619
197,-1.562
198,0.222
199,-0.613
200,-0.352
201,-0.681
202,-0.841
203,6.216
204,1.017
205,0.012
206,-0.125
207,-0.536
208,1.729
209,-0.84
210,-0.803
211,1.084
212,-0.489
213,-10.965
214,-1.451
215,-0.661
216,-3.656
217,1.807
218,-0.227
219,0.342
220,1.03
221,0.499
222,0.49
223,-1.541
224,0.803
225,1.029
226,-0.344
227,0.432
228,0.204
229,-3.988
230,3.482
231,-0.436
232,-0.821
233,-0.855
234,-1.586
235,0.279
236,0.39
237,0.109
238,-0.403
239,-0.589
240,-0.152
241,-2.926
242,2.253
243,1.572
244,0.249
245,-4.188
246,-0.012
247,0.656
248,-0.22
249,1.072
250,0.521
251,-1.411
252,-4.861
253,0.283
254,-0.162
255,-0.697
256,-1.208
257,-0.412
258,1.126
259,0.632
260,0.973
261,-0.306
262,3.056
263,-0.643
264,-1.811
265,0.004
266,7.371
267,-0.643
268,5.348
269,0.385
270,-0.509
271,-0.261
272,0.331
273,1.559
274,0.59
