fid,rel_500_1000m
1,-11.175
2,-0.791
3,-0.765
4,0.938
5,10.138
6,3.018
7,4.033
8,-2.02
9,-11.163
10,-2.305
11,17.744
12,2.002
13,-0.906
14,1.001
15,0.02
16,0.304
17,0.497
18,-0.666
19,-1.464
20,-0.443
21,2.398
22,8.56
23,-0.676
24,-0.183
25,-0.531
26,-1.379
27,0.476
28,-2.663
29,-1.476
30,-1.473
31,8.146
32,0.213
33,-2.977
34,1.508
35,-1.437
36,-1.389
37,-1.564
38,0.209
39,-0.427
40,7.022
41,0.915
42,-0.206
43,-13.815
44,-10.39
45,-1.638
46,0.566
47,0.621
48,-4.195
49,3.319
50,0.297
51,-7.025
52,-0.065
53,1.982
54,-3.113
55,0.017
56,-17.343
57,-0.117
58,-0.438
59,-18.552
60,14.944
61,-1.087
62,0.253
63,19.642
64,-2.209
65,-14.767
66,-0.199
67,4.654
68,2.766
69,-2.145
70,28.814
71,-0.709
72,-15.155
73,0.232
74,-6.333
75,7.522
76,-0.002
77,64.118
78,-15.049
79,0.222
80,2.371
81,-6.665
82,-0.14
83,-1.165
84,0.418
85,1.63
86,-1.411
87,45.564
88,-0.996
89,-1.214
90,-5.137
91,-1.188
92,-0.094
93,-0.332
94,-5.248
95,-0.245
96,-2.422
97,-1.308
98,-4.924
99,10.827
100,-3.012
101,-16.114
102,-16.061
103,-3.526
104,0.764
105,1.007
106,8.032
107,-0.262
108,0.109
109,-1.683
110,-0.347
111,-0.603
112,-0.883
113,-1.121
114,0.505
115,19.351
116,-0.576
117,-9.464
118,-5.751
119,-3.712
120,0.167
121,0.33
122,-1.327
123,1.008
124,-3.476
125,-1.157
126,1.205
127,-0.311
128,14.458
129,7.26
130,-0.074
131,-0.51
132,-1.224
133,-22.376
134,-2.104
135,-2.595
136,0.057
137,-2.854
138,0.297
139,-0.737
140,-0.461
141,-13.959
142,-2.545
143,-0.381
144,-1.252
145,-5.537
146,0.771
147,14.246
148,0.43
149,-1.342
150,22.807
151,0.123
152,6.003
153,5.232
154,-0.896
155,0.352
156,-0.836
157,2.552
158,2.262
159,0.429
160,-6.983
161,-0.638
162,0.01
163,0.325
164,-14.296
165,1.245
166,14.591
167,-0.043
168,-1.099
169,-2.516
170,0.451
171,-0.357
172,0.431
173,0.056
174,8.814
175,16.939
176,-0.646
177,-0.214
178,-2.042
179,17.905
180,-0.079
181,-0.412
182,3.027
183,2.438
184,-0.304
185,-0.161
186,-1.146
187,7.899
188,-20.529
189,-15.04
190,-11.736
191,-30.549
192,0.046
193,-0.762
194,-0.47
195,-13.031
196,15.927
197,1.009
198,-0.292
199,0.258
200,2.407
201,36.332
202,2.877
203,-0.19
204,-0.74
205,1.438
206,3.176
207,27.181
208,-1.872
209,-34.43
210,-0.652
211,2.466
212,0.296
213,-0.78
214,3.54
215,14.172
216,-0.268
217,9.326
218,11.996
219,0.272
220,57.504
221,0.231
222,0.869
223,-21.577
224,-4.253
225,-2.119
226,-0.603
227,-0.13
228,-8.086
229,1.432
230,0.623
231,-8.673
232,-13.528
233,-3.519
234,43.753
235,-2.171
236,0.006
237,-0.469
238,2.952
239,-5.186
240,14.198
241,-0.126
242,-0.905
243,-0.469
244,6.481
245,-0.659
246,32.476
247,-0.226
248,-0.094
249,-2.363
250,2.793
251,-5.588
252,6.556
253,-6.302
254,-0.002
255,8.048
256,-1.392
257,-21.022
258,0.321
259,-49.57
260,11.066
261,-1.195
262,0.303
263,-5.78
264,21.218
265,82.575
266,-18.742
267,27.197
268,0.111
269,2.773
270,15.342
271,1.083
272,0.813
273,-0.662
274,-3.656
