fid,rel_100_250m
1,-7.072
2,0.458
3,1.035
4,0.35
5,11.939
6,0.363
7,-0.056
8,4.81
9,-0.287
10,3.092
11,-3.332
12,-0.065
13,-1.118
14,1.741
15,-0.125
16,-0.338
17,0.261
18,0.599
19,-0.348
20,-0.84
21,9.148
22,1.549
23,-0.719
24,-0.821
25,-21.215
26,-0.092
27,0.419
28,0.25
29,-0.267
30,-0.039
31,8.174
32,-1.226
33,-1.871
34,-0.422
35,0.006
36,-0.04
37,-0.134
38,-0.051
39,-0.242
40,19.483
41,0.132
42,-0.23
43,-2.518
44,-1.641
45,-2.577
46,-0.115
47,0.275
48,10.087
49,-0.964
50,1.33
51,-4.76
52,-0.249
53,-0.764
54,-0.626
55,0.185
56,-0.761
57,-0.106
58,-0.051
59,-7.049
60,2.49
61,0.24
62,-2.411
63,14.332
64,0.325
65,-6.788
66,1.035
67,-0.939
68,-3.412
69,-1.452
70,-5.062
71,1.452
72,5.519
73,-0.133
74,8.481
75,0.682
76,0.194
77,14.554
78,6.395
79,-0.67
80,2.616
81,-0.724
82,-0.012
83,-3.521
84,0.526
85,3.108
86,-0.309
87,4.226
88,0.602
89,4.053
90,-0.375
91,1.108
92,-0.413
93,-0.16
94,0.199
95,0.774
96,-0.212
97,0.254
98,-7.097
99,-2.948
100,0.183
101,-5.863
102,9.201
103,0.134
104,-2.636
105,-0.538
106,16.026
107,0.016
108,-0.025
109,-1.995
110,-0.801
111,0.11
112,0.212
113,0.962
114,1.414
115,4.649
116,0.184
117,-12.811
118,8.216
119,2.154
120,0.511
121,-0.167
122,1.135
123,0.912
124,-1.421
125,-2.033
126,0.491
127,2.046
128,-2.401
129,-3.309
130,0.1
131,0.618
132,0.885
133,-13.877
134,-0.798
135,-0.487
136,0.015
137,0.357
138,0.915
139,-0.153
140,-0.235
141,-10.592
142,0.244
143,0.092
144,-2.482
145,-6.908
146,0.683
147,5.932
148,-2.434
149,-0.376
150,-8.792
151,0.303
152,0.981
153,-0.628
154,0.353
155,0.293
156,-0.37
157,1.507
158,-1.659
159,4.796
160,0.176
161,-0.083
162,0.337
163,0.451
164,-1.382
165,1.068
166,-7.314
167,-1.201
168,0.001
169,0.743
170,0.111
171,0.356
172,-0.224
173,5.213
174,-0.848
175,6.425
176,-1.943
177,0.169
178,1.565
179,1.414
180,0.338
181,-0.646
182,0.492
183,-0.25
184,-0.781
185,0.046
186,0.296
187,0.997
188,-3.453
189,6.034
190,-7.264
191,18.131
192,-0.529
193,-0.834
194,0.615
195,20.871
196,-2.654
197,-0.045
198,0.341
199,3.416
200,2.065
201,-6.395
202,1.559
203,-0.245
204,1.222
205,-0.541
206,-0.676
207,8.118
208,-1.805
209,-1.091
210,0.907
211,-0.191
212,-0.404
213,-0.649
214,-0.423
215,0.283
216,0.173
217,2.072
218,-2.398
219,4.154
220,7.068
221,0.018
222,-0.149
223,1.134
224,3.921
225,-1.394
226,0.274
227,-0.35
228,-0.092
229,0.546
230,0.032
231,-8.672
232,-1.964
233,-12.954
234,12.814
235,-0.789
236,-0.703
237,1.253
238,-6.787
239,-11.351
240,-5.487
241,-0.814
242,-0.202
243,0.208
244,0.172
245,-0.761
246,6.285
247,-0.493
248,0.262
249,0.141
250,1.147
251,-3.614
252,1.22
253,-2.202
254,-0.829
255,-3.613
256,0.095
257,23.562
258,0.501
259,-22.531
260,0.238
261,-0.48
262,-0.075
263,-2.177
264,-12.825
265,2.906
266,-6.951
267,11.333
268,2.103
269,-8.438
270,-2.083
271,0.048
272,1.56
273,-0.894
274,-8.275
