fid,rel_200_500m
1,-16.766
2,-0.779
3,1.943
4,1.248
5,26.621
6,2.13
7,-0.81
8,1.686
9,-4.061
10,0.594
11,-3.873
12,-0.283
13,-1.736
14,2.921
15,-0.087
16,-0.164
17,-0.077
18,-0.282
19,-0.401
20,-2.189
21,5.858
22,4.744
23,-1.079
24,0.252
25,-29.71
26,-0.107
27,0.599
28,0.081
29,1.006
30,0.301
31,11.795
32,-0.968
33,9.032
34,0.402
35,0.041
36,-0.263
37,-1.104
38,0.196
39,-0.596
40,21.502
41,0.606
42,-0.552
43,-9.371
44,-4.594
45,-2.624
46,0.062
47,0.089
48,19.824
49,-0.037
50,3.315
51,-1.316
52,-0.002
53,0.453
54,-2.063
55,-0.606
56,-9.874
57,-0.503
58,-0.188
59,-10.564
60,9.313
61,-0.189
62,-2.338
63,26.705
64,-1.903
65,-13.786
66,1.061
67,0.656
68,-10.499
69,-1.055
70,-25.866
71,-0.666
72,2.806
73,0.474
74,14.221
75,2.965
76,1.042
77,37.006
78,4.274
79,-0.13
80,2.508
81,-3.645
82,-0.184
83,-1.556
84,0.086
85,2.314
86,0.147
87,26.91
88,-0.436
89,1.476
90,-3.629
91,1.793
92,-0.502
93,0.173
94,-1.07
95,0.827
96,-2.912
97,-1.03
98,-3.347
99,0.31
100,-0.277
101,-6.54
102,7.484
103,-1.644
104,-3.21
105,0.028
106,19.569
107,-0.241
108,-0.37
109,-2.211
110,-0.917
111,0.128
112,-0.022
113,-0.908
114,-0.109
115,13.466
116,-0.841
117,-13.903
118,23.257
119,2.121
120,-1.609
121,-0.778
122,-0.074
123,1.583
124,5.059
125,-2.05
126,0.255
127,4.509
128,4.406
129,1.625
130,0.213
131,0.731
132,0.264
133,-21.377
134,-1.4
135,-0.978
136,-0.388
137,1.07
138,0.007
139,-0.815
140,0.162
141,-11.535
142,-0.883
143,-0.201
144,-3.863
145,-9.737
146,1.262
147,17.266
148,-1.098
149,-1.758
150,-0.777
151,0.003
152,25.874
153,0.092
154,0.009
155,0.491
156,-0.305
157,-0.738
158,0.538
159,3.972
160,-0.098
161,-0.493
162,0.476
163,0.618
164,-1.538
165,1.213
166,-4.315
167,-1.483
168,0.087
169,0.811
170,-0.338
171,-0.107
172,0.228
173,3.117
174,-0.54
175,9.679
176,-0.978
177,-0.065
178,3.708
179,2.612
180,0.679
181,0.489
182,1.588
183,1.849
184,-0.789
185,0.049
186,0.014
187,8.442
188,-2.143
189,12.654
190,-11.86
191,-12.273
192,-0.469
193,0.024
194,0.514
195,10.517
196,-3.004
197,1.414
198,0.366
199,6.348
200,2.965
201,7.517
202,2.106
203,-0.271
204,-3.335
205,0.205
206,1.525
207,19.239
208,-4.051
209,-5.12
210,0.401
211,-0.276
212,-0.274
213,-0.657
214,2.332
215,4.992
216,0.288
217,7.672
218,2.243
219,8.898
220,25.233
221,-1.477
222,0.266
223,-4.032
224,1.084
225,-1.785
226,0.073
227,0.014
228,-2.012
229,0.329
230,0.752
231,-14.572
232,-8.242
233,-7.815
234,27.403
235,-0.505
236,-0.698
237,-0.579
238,-9.816
239,-18.382
240,-8.902
241,0.39
242,-0.689
243,0.134
244,-1.955
245,-1.428
246,24.809
247,-0.437
248,0.769
249,-0.033
250,0.23
251,-3.948
252,0.089
253,-5.735
254,-0.578
255,-3.115
256,-0.339
257,16.413
258,0.507
259,-41.486
260,1.233
261,0.104
262,-0.116
263,-6.561
264,-9.929
265,23.316
266,-13.248
267,-4.004
268,1.819
269,-2.955
270,-1.58
271,0.586
272,1.84
273,-0.359
274,-16.081
