fid,rel_100_500m
1,-18.538
2,-0.332
3,2.231
4,1.211
5,29.756
6,2.135
7,-0.65
8,4.435
9,-3.335
10,2.35
11,-5.518
12,-0.269
13,-2.229
14,3.585
15,-0.099
16,-0.396
17,0.157
18,0.325
19,-0.595
20,-2.334
21,10.914
22,5.048
23,-1.419
24,-0.299
25,-39.12
26,-0.235
27,0.525
28,0.221
29,0.494
30,0.097
31,15.605
32,-1.656
33,5.941
34,0.127
35,-0.136
36,-0.259
37,-1.033
38,0.157
39,-0.659
40,29.31
41,0.646
42,-0.557
43,-9.266
44,-4.906
45,-3.693
46,-0.009
47,0.302
48,22.721
49,-0.574
50,3.321
51,-4.222
52,-0.187
53,0.051
54,-2.129
55,-0.326
56,-8.252
57,-0.387
58,-0.163
59,-13.476
60,9.339
61,0.009
62,-3.241
63,31.276
64,-1.246
65,-15.626
66,1.571
67,-0.163
68,-10.794
69,-1.902
70,-24.277
71,0.498
72,5.373
73,0.308
74,17.271
75,2.969
76,0.862
77,40.36
78,7.115
79,-0.558
80,3.838
81,-3.43
82,-0.167
83,-3.807
84,0.408
85,3.958
86,-0.141
87,25.131
88,0.062
89,3.77
90,-3.565
91,2.222
92,-0.747
93,0.061
94,-0.743
95,1.271
96,-2.63
97,-0.612
98,-7.676
99,-1.566
100,-0.052
101,-9.493
102,12.389
103,-1.313
104,-4.585
105,-0.33
106,26.522
107,-0.196
108,-0.317
109,-3.036
110,-1.273
111,0.11
112,0.093
113,-0.13
114,1.099
115,14.15
116,-0.393
117,-19.574
118,24.845
119,3.058
120,-1.005
121,-0.707
122,0.697
123,1.867
124,3.346
125,-3.25
126,0.52
127,4.923
128,1.654
129,-0.747
130,0.206
131,1.007
132,0.842
133,-26.4
134,-1.585
135,-1.196
136,-0.325
137,1.004
138,0.696
139,-0.75
140,-0.079
141,-16.473
142,-0.651
143,-0.076
144,-4.622
145,-12.626
146,1.475
147,17.667
148,-2.641
149,-1.729
150,-5.761
151,0.258
152,23.444
153,-0.356
154,0.466
155,0.629
156,-0.57
157,0.438
158,-0.847
159,6.652
160,0.101
161,-0.529
162,0.613
163,0.718
164,-2.186
165,1.748
166,-8.222
167,-1.981
168,0.038
169,1.166
170,-0.195
171,0.226
172,-0.048
173,6.171
174,-0.55
175,12.092
176,-2.194
177,0.053
178,4.148
179,3.022
180,0.856
181,-0.076
182,1.696
183,1.256
184,-1.291
185,0.042
186,0.236
187,7.988
188,-4.355
189,14.08
190,-14.675
191,2.376
192,-0.738
193,-0.524
194,0.747
195,22.981
196,-4.198
197,1.017
198,0.606
199,7.557
200,3.735
201,2.429
202,2.694
203,-0.342
204,-1.655
205,-0.199
206,0.88
207,21.602
208,-4.639
209,-5.187
210,0.879
211,-0.465
212,-0.457
213,-0.989
214,1.67
215,4.489
216,0.357
217,7.95
218,0.753
219,9.766
220,25.867
221,-1.178
222,0.144
223,-2.722
224,3.479
225,-2.558
226,0.321
227,-0.273
228,-1.802
229,0.634
230,0.608
231,-17.185
232,-8.074
233,-14.924
234,31.643
235,-0.956
236,-0.991
237,0.453
238,-13.314
239,-22.859
240,-10.811
241,-0.199
242,-0.725
243,0.218
244,-0.689
245,-1.696
246,23.886
247,-0.688
248,0.745
249,0.053
250,0.943
251,-5.605
252,1.371
253,-6.095
254,-1.072
255,-4.548
256,-0.243
257,26.645
258,0.765
259,-48.482
260,1.158
261,-0.223
262,-0.141
263,-6.798
264,-17.42
265,22.212
266,-15.523
267,4.744
268,2.865
269,-8.426
270,-2.686
271,0.447
272,2.505
273,-0.915
274,-18.561
