fid,dist_rijeka
1,129.91691044117755
2,812.317286105399
3,865.0455955626245
4,203.8910493246957
5,1907.3538007338493
6,1261.3249459382346
7,2.6723320330004734
8,92.79753121446578
9,642.4729513124176
10,918.1609326323613
11,978.5754108843855
12,2164.2988832885067
13,594.2431896823422
14,2780.2469824395066
15,1301.2256808613354
16,2071.054190193927
17,58.38076913353893
18,2273.9602173317408
19,1150.6864648198193
20,80.8338553501755
21,107.4992635527578
22,84.72777949082888
23,1944.7270639655364
24,161.58612971959874
25,2608.9736046954586
26,593.3222647342275
27,243.89297279954818
28,1010.1383298363836
29,90.08859732319713
30,1888.6773930781426
31,1228.7336359679027
32,167.0394347747923
33,156.55502196108367
34,11.480257400885268
35,80.40310572684224
36,1546.0050306040664
37,1100.8372361213135
38,960.4495478959107
39,939.592861947965
40,327.69336690965025
41,2658.0115095618025
42,2228.7065276028725
43,117.44565979573532
44,1484.3144198884208
45,1458.5884379900306
46,1562.5427811872485
47,1806.3750502735372
48,1163.1443052238517
49,270.4628618548026
50,1323.58290695356
51,1650.156090440749
52,1086.2733591509116
53,773.3542031041325
54,1539.024233628717
55,2615.2800857911498
56,111.61189137170844
57,2568.617479111889
58,123.26016207527047
59,1435.5500395682604
60,2211.1130552343616
61,424.2621649881693
62,1580.224296947203
63,1384.3022404950225
64,246.08269295328816
65,3186.3006867322656
66,2990.735207758323
67,3545.955852662778
68,1080.6535451229176
69,2608.1174900954093
70,360.82514730969433
71,1333.4410808585374
72,254.30088592694153
73,1042.5442310518804
74,141.28413939802712
75,2474.811359314197
76,120.59094679598722
77,1104.4423259222156
78,2133.512925601563
79,16.59301010082525
80,900.1705643070118
81,351.559215348026
82,230.56447733740734
83,308.0391480767597
84,652.0955362373844
85,687.0835978917859
86,369.4738196267026
87,270.25286164218704
88,1314.520230699406
89,2827.904020972202
90,953.9333534117571
91,499.73834706076855
92,380.127722107725
93,105.72031666161382
94,1880.5173092229218
95,339.3373482901456
96,284.578071107411
97,263.4526336575319
98,385.6164143627542
99,2489.3682597300503
100,92.45686379032166
101,784.9049941941128
102,1343.8611229732196
103,4732.725376255283
104,32.392675168511026
105,2192.6217682229026
106,1072.349008945266
107,1188.3512135779763
108,3010.414678306396
109,3605.2640385299073
110,489.4245546610569
111,343.1513916999193
112,1106.4425138429206
113,907.87202832489
114,289.5044768433543
115,1230.5416221530932
116,2108.2237820187556
117,663.209648840181
118,239.5782102082476
119,746.5410036418855
120,17.58336468079355
121,86.32781612116402
122,18.669198958266584
123,1055.3067164034435
124,1617.4979848533485
125,669.470433792511
126,1836.3177107864785
127,1227.6605778514622
128,97.17208217669244
129,1018.1642671390051
130,1790.5737221931768
131,769.215696429764
132,1437.4555804347067
133,1794.2863110551486
134,917.855034535708
135,18.59029647648531
136,308.0571221429352
137,483.8543026696263
138,161.84902646702477
139,1484.294550491188
140,758.2643792404978
141,2323.227596772842
142,107.8512448600607
143,426.4757823552699
144,717.3216556599938
145,1461.1056112715519
146,740.637965290806
147,504.65938952950717
148,302.8603824058661
149,217.23265788668584
150,304.41273085657735
151,523.7227593889786
152,340.74665967096377
153,4186.42733133021
154,347.0047969665617
155,104.64610889873188
156,2647.165325237093
157,257.38375227955015
158,89.78952057563474
159,267.65658324938585
160,324.1495865142305
161,2082.9913254956796
162,929.4627267304884
163,1307.0720061194888
164,946.0806751349417
165,129.71894514732938
166,943.8436933643925
167,1302.0032832686372
168,1349.086694390037
169,2043.093180160246
170,21.143025934046168
171,1717.2533861025765
172,759.1028465850881
173,367.3878315243909
174,1727.7765072102472
175,285.9086763912226
176,2633.075486960619
177,2740.400233037621
178,580.295679375548
179,210.6201154593573
180,609.4642112066672
181,45.17044111779722
182,1212.7776340456444
183,435.87318205889113
184,738.2463133751031
185,1196.6081181800512
186,34.32907604678012
187,2067.329175567708
188,1046.0597664077586
189,351.0973651768348
190,3082.6921858397263
191,3990.7053974323326
192,970.0707245023816
193,2049.6608569197924
194,973.4610474487283
195,3.5966863102070623
196,1169.313043201461
197,2061.839886270736
198,373.2481630464316
199,2468.2572252107516
200,33.497492339877546
201,1596.3130570039023
202,1405.7229505066157
203,1335.2167572847072
204,367.13925654085017
205,690.8304791090494
206,32.40717355215483
207,1562.3164532260246
208,93.41319873481143
209,6.849386512333149
210,895.0612699875077
211,1803.0751066642324
212,1479.8230666038262
213,35.48305120867393
214,254.541816158352
215,0.11416554843029997
216,1067.7861067794704
217,589.3285321947457
218,428.59494865227254
219,300.2687085387128
220,1982.3849712221377
221,2522.572721162801
222,626.8902482400373
223,839.7615638531427
224,1550.648464710492
225,436.6280901974095
226,442.4065046047279
227,59.80893896803544
228,311.51507661645934
229,79.04920685985397
230,884.2298773074724
231,61.987566967155445
232,122.25215721474551
233,1692.320747828115
234,328.9293663272237
235,1464.0786243218952
236,2054.1522726442595
237,169.87379371647154
238,451.1968593584409
239,898.925992523882
240,2654.9344920740905
241,338.4863393725645
242,418.46428689144835
243,69.2080913724791
244,1492.6011640708582
245,3274.9742932635977
246,805.6434373963956
247,1444.832275023884
248,2173.579083206359
249,1169.4589863028189
250,2961.5388141301446
251,1583.8451551012126
252,65.54267683846368
253,32.21990731721729
254,1177.5281040631244
255,2490.6251673897605
256,647.8570392625966
257,1636.9966874106124
258,374.7659339020408
259,2033.6108360661765
260,325.14587753620464
261,51.72418511622249
262,399.8229325775509
263,1808.3043194628892
264,75.35193234962163
265,743.0998127403726
266,541.1482394653802
267,344.8220042201208
268,1072.0363255569994
269,28.11765335434538
270,297.98109453059425
271,2210.4294293593925
272,272.24494597764823
273,2071.352307690654
274,1111.249863512813
